Province,Local Authority,District,Constituency,Ward No.,Polling Station,Facility,"DabengwaDumisoZAPU","Mugabe RobertGabriel    ZANU PF","MukwazheMunodeiKisinoti ZDP","NcubeWelshmanMDC","TsvangirayiMorganMDC-T","Total VotesRejected","Ballot PaperUnaccounted for","Total VotesCast","Total ValidVotes Cast",
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Manicaland,Mutasa RDC,Mutasa,Mutasa South,18,Chidazembe Primary School,School,1,174,0,3,69,2,0,249,247,
Manicaland,Mutasa RDC,Mutasa,Mutasa South,18,Drennan Clinic (Tent),Tent,0,27,0,1,47,0,0,75,75,
,,,,,,,,,,,,,,,,
Manicaland,Mutasa RDC,Mutasa,Mutasa South,18,Dunsinane Primary School,School,2,41,0,2,50,4,0,99,95,
Manicaland,Mutasa RDC,Mutasa,Mutasa South,18,Nyakatsapa Primary School,School,3,114,2,8,133,2,0,262,260,
Manicaland,Mutasa RDC,Mutasa,Mutasa South,18,Sheba Community Hall,Hall,0,97,0,4,251,4,0,356,352,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Manicaland,Mutasa RDC,Mutasa,Mutasa South,21,Elim Primary School,School,0,185,0,3,122,2,0,312,310,
Manicaland,Mutasa RDC,Mutasa,Mutasa South,21,Old West Hall,Hall,0,380,1,8,618,2,0,1009,1007,
Manicaland,Mutasa RDC,Mutasa,Mutasa South,21,Rdc Sub Office(Penhalonga),Tent,0,181,0,8,365,14,0,568,554,
Manicaland,Mutasa RDC,Mutasa,Mutasa South,21,Tsvingwe Primary School,School,1,254,0,7,345,5,0,612,607,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Manicaland,Mutasa RDC,Mutasa,Mutasa South,22,Beaulie Primary School,School,2,89,0,5,40,0,0,136,136,
Manicaland,Mutasa RDC,Mutasa,Mutasa South,22,Forest Institute Training Centre,Hall,0,73,0,0,155,4,0,232,228,
Manicaland,Mutasa RDC,Mutasa,Mutasa South,22,Imbeza Primary School,School,0,62,0,1,119,0,0,182,182,
Manicaland,Mutasa RDC,Mutasa,Mutasa South,22,Magamba Training Centre,Training Centre,1,193,0,6,81,6,0,287,281,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Manicaland,Mutasa RDC,Mutasa,Mutasa South,23,En Avant Primary School,School,1,182,0,1,20,8,0,212,204,
Manicaland,Mutasa RDC,Mutasa,Mutasa South,23,Fairview Farm(Tent),Tent,1,116,0,1,21,2,0,141,139,
Manicaland,Mutasa RDC,Mutasa,Mutasa South,23,Hartzel Secondary School,School,0,247,3,12,381,5,0,648,643,
Manicaland,Mutasa RDC,Mutasa,Mutasa South,23,Mt Chiremba Secondary School,School,3,520,1,10,54,10,0,598,588,
Manicaland,Mutasa RDC,Mutasa,Mutasa South,23,Premier Primary School,School,3,260,0,0,24,2,0,289,287,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Manicaland,Mutasa RDC,Mutasa,Mutasa South,25,Five Streams Primary School,School,1,184,1,1,60,7,0,254,247,
Manicaland,Mutasa RDC,Mutasa,Mutasa South,25,Koodoosberg Resettlement(Tent),Tent,0,41,1,0,14,1,0,57,56,
Manicaland,Mutasa RDC,Mutasa,Mutasa South,25,Odzi Country Club,Tent,1,202,0,3,98,12,0,316,304,
Manicaland,Mutasa RDC,Mutasa,Mutasa South,25,Peplow Primary School,School,2,272,0,9,124,6,0,413,407,
Manicaland,Mutasa RDC,Mutasa,Mutasa South,25,Warnharm Primary School,School,1,95,0,3,25,1,0,125,124,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Manicaland,Mutasa RDC,Mutasa,Mutasa South,26,Muchena Primary School,School,1,176,0,3,111,5,0,296,291,
Manicaland,Mutasa RDC,Mutasa,Mutasa South,26,St Augustines High School,School,1,242,1,7,270,8,0,529,521,
Manicaland,Mutasa RDC,Mutasa,Mutasa South,26,St Georges Muchena Primary School,School,1,265,1,10,264,5,0,546,541,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Manicaland,Nyanga RDC,Nyanga,Nyanga North,1,Kodzaimambo Primary School,School,5,173,1,16,222,17,0,434,417,
Manicaland,Nyanga RDC,Nyanga,Nyanga North,1,Chimusasa Primary School,School,5,284,0,10,109,20,0,428,408,
Manicaland,Nyanga RDC,Nyanga,Nyanga North,1,Fombe Primary School,School,4,293,1,6,82,14,0,400,386,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Manicaland,Nyanga RDC,Nyanga,Nyanga North,2,Avilla Mission,School,9,728,2,16,154,49,0,958,909,
Manicaland,Nyanga RDC,Nyanga,Nyanga North,2,Chifambe Primary School,School,1,170,0,12,101,5,0,289,284,
Manicaland,Nyanga RDC,Nyanga,Nyanga North,2,Mangezi Primary School,School,2,243,0,6,62,6,0,319,313,
Manicaland,Nyanga RDC,Nyanga,Nyanga North,2,Renzva Primary School,School,4,167,1,10,85,8,0,275,267,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Manicaland,Nyanga RDC,Nyanga,Nyanga North,3,Katerere Primary School,School,3,203,4,39,223,20,0,492,472,
Manicaland,Nyanga RDC,Nyanga,Nyanga North,3,Kazozo Primary School,School,6,400,2,42,203,16,0,669,653,
Manicaland,Nyanga RDC,Nyanga,Nyanga North,3,Mukunza Primary School,School,5,428,1,21,180,70,0,705,635,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Manicaland,Nyanga RDC,Nyanga,Nyanga North,4,Bunganirwe Village(Tent),Tent,1,186,0,9,66,8,0,270,262,
Manicaland,Nyanga RDC,Nyanga,Nyanga North,4,Kanyimo Primary School,School,1,168,1,11,70,7,0,258,251,
,,,,,,,,,,,,,,,,
Manicaland,Nyanga RDC,Nyanga,Nyanga North,4,Manjanja Primary School,School,0,62,0,5,98,4,0,169,165,
Manicaland,Nyanga RDC,Nyanga,Nyanga North,4,Mbiriyadi Primary School,School,3,203,1,8,137,12,0,364,352,
Manicaland,Nyanga RDC,Nyanga,Nyanga North,4,Nyamudeza Primary School,School,0,140,3,7,129,4,0,283,279,
Manicaland,Nyanga RDC,Nyanga,Nyanga North,4,Ruwangwe Sub Office,Tent,1,148,0,5,129,8,,291,283,
Manicaland,Nyanga RDC,Nyanga,Nyanga North,4,Sanhani Primary School,School,3,237,1,6,76,17,0,340,323,
Manicaland,Nyanga RDC,Nyanga,Nyanga North,4,Tsengerayi Primary School,School,0,173,0,5,128,8,0,314,306,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Manicaland,Nyanga RDC,Nyanga,Nyanga North,5,Chapatarongo Secondary School,School,1,181,1,6,194,14,0,397,383,
Manicaland,Nyanga RDC,Nyanga,Nyanga North,5,Chiwarira Primary School,School,5,227,1,11,286,26,0,556,530,
Manicaland,Nyanga RDC,Nyanga,Nyanga North,5,Kaitano Primary School,School,0,380,0,10,144,10,0,544,534,
Manicaland,Nyanga RDC,Nyanga,Nyanga North,5,Sachiwo Primary School,School,2,100,0,14,150,2,0,268,266,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Manicaland,Nyanga RDC,Nyanga,Nyanga North,6,Chapatarongo Primary School,School,2,221,1,5,125,10,0,364,354,
Manicaland,Nyanga RDC,Nyanga,Nyanga North,6,Nyamahumba 2 Business Centre (Tent),Tent,2,147,2,12,46,11,0,220,209,
Manicaland,Nyanga RDC,Nyanga,Nyanga North,6,Nyamahumba Primary School,School,3,286,0,22,242,16,0,569,553,
Manicaland,Nyanga RDC,Nyanga,Nyanga North,6,Sande Munemo Clinic(Tent),Tent,3,98,0,10,101,6,0,218,212,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Manicaland,Nyanga RDC,Nyanga,Nyanga North,7,Gotekote Clinic(Tent),Tent,2,211,2,15,171,14,0,415,401,
Manicaland,Nyanga RDC,Nyanga,Nyanga North,7,Gwangwandidza Clinic(Tent),Tent,0,82,2,7,65,11,,167,156,
Manicaland,Nyanga RDC,Nyanga,Nyanga North,7,Mazarura Secondary School,School,2,205,2,27,243,12,0,491,479,
Manicaland,Nyanga RDC,Nyanga,Nyanga North,7,Nyamutowera Primary School,School,0,172,0,4,107,11,0,294,283,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Manicaland,Nyanga RDC,Nyanga,Nyanga North,8,Nyautare Primary School,School,0,97,1,8,151,7,0,264,257,
Manicaland,Nyanga RDC,Nyanga,Nyanga North,8,Samatinha Primary School,School,1,40,1,14,73,2,0,131,129,
Manicaland,Nyanga RDC,Nyanga,Nyanga North,8,St Monica's Primary School,School,1,74,0,3,80,1,0,159,158,
Manicaland,Nyanga RDC,Nyanga,Nyanga North,8,St Monica's Secondary School,School,1,152,3,6,126,6,0,294,288,
Manicaland,Nyanga RDC,Nyanga,Nyanga North,8,Tsvito Primary School,School,2,74,0,2,65,3,0,146,143,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Manicaland,Nyanga RDC,Nyanga,Nyanga North,9,Dambakupetwa Primary School,School,2,100,1,7,97,3,0,210,207,
Manicaland,Nyanga RDC,Nyanga,Nyanga North,9,Kagore Primary School,School,1,261,0,7,128,17,0,414,397,
Manicaland,Nyanga RDC,Nyanga,Nyanga North,9,Kagore Rest Camp,Tent,1,140,2,6,118,1,0,268,267,
Manicaland,Nyanga RDC,Nyanga,Nyanga North,9,Kambudzi Primary School,School,0,99,0,5,105,3,0,212,209,
Manicaland,Nyanga RDC,Nyanga,Nyanga North,9,Kambudzi Secondary School,School,0,20,0,2,46,1,0,69,68,
Manicaland,Nyanga RDC,Nyanga,Nyanga North,9,Madziwa Primary School,School,8,138,2,6,78,11,0,243,232,
Manicaland,Nyanga RDC,Nyanga,Nyanga North,9,Nyatsanga Primary School,School,0,104,0,4,60,3,0,171,168,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Manicaland,Nyanga RDC,Nyanga,Nyanga North,10,Masaya Primary School,School,2,80,0,5,67,1,0,155,154,
Manicaland,Nyanga RDC,Nyanga,Nyanga North,10,Mutetwa Primary School,School,3,179,1,8,94,8,0,293,285,
Manicaland,Nyanga RDC,Nyanga,Nyanga North,10,Nyadowa Clinic(Tent),Tent,1,76,1,3,70,1,0,152,151,
Manicaland,Nyanga RDC,Nyanga,Nyanga North,10,Nyakomba Secondary School,School,0,56,0,6,48,2,0,112,110,
Manicaland,Nyanga RDC,Nyanga,Nyanga North,10,Sabvure Clinic(Tent),Tent,5,240,0,11,102,1,0,359,358,
Manicaland,Nyanga RDC,Nyanga,Nyanga North,10,Sabvure Primary School,School,1,31,0,2,82,3,0,119,116,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Manicaland,Nyanga RDC,Nyanga,Nyanga North,11,Chatindo Primary School,School,1,211,0,3,114,5,0,334,329,
Manicaland,Nyanga RDC,Nyanga,Nyanga North,11,Chatindo Secondary School,School,2,257,2,21,96,20,0,398,378,
Manicaland,Nyanga RDC,Nyanga,Nyanga North,11,Dandazi Primary School,School,1,95,0,9,117,3,0,225,222,
Manicaland,Nyanga RDC,Nyanga,Nyanga North,11,Nyakomba Arex Offices,Tent,0,141,1,4,101,5,0,252,247,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Manicaland,Nyanga RDC,Nyanga,Nyanga North,12,Bumhira Primary School,School,0,97,0,23,261,4,0,385,381,
,,,,,,,,,,,,,,,,
Manicaland,Nyanga RDC,Nyanga,Nyanga North,12,Bumhira Secondary School,School,2,285,1,8,84,5,0,385,380,
Manicaland,Nyanga RDC,Nyanga,Nyanga North,12,Nyamaropa Business Centre(Tent),Tent,0,176,1,8,170,4,0,359,355,
Manicaland,Nyanga RDC,Nyanga,Nyanga North,12,Sanyamaropa Primary School,School,5,172,2,23,101,0,0,303,303,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Manicaland,Nyanga RDC,Nyanga,Nyanga North,13,Makondora Business Centre(Tent),Tent,2,91,0,4,49,13,0,159,146,
Manicaland,Nyanga RDC,Nyanga,Nyanga North,13,Manyau Primary School,School,6,263,3,9,49,7,0,337,330,
Manicaland,Nyanga RDC,Nyanga,Nyanga North,13,Regina Coeli Mission,School,1,100,0,5,82,7,0,195,188,
Manicaland,Nyanga RDC,Nyanga,Nyanga North,13,Samanyika Primary School,School,1,175,3,6,44,3,0,232,229,
Manicaland,Nyanga RDC,Nyanga,Nyanga North,13,Sanzvenga Primary School,School,0,17,0,2,15,2,0,36,34,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Manicaland,Nyanga RDC,Nyanga,Nyanga South,14,Kute Secondary School,School,5,209,1,23,206,13,0,457,444,
Manicaland,Nyanga RDC,Nyanga,Nyanga South,14,Magadu Business Centre (Dodzo Store)-T,Tnetnt,5,116,2,13,81,7,0,224,217,
Manicaland,Nyanga RDC,Nyanga,Nyanga South,14,Nyamhanda Business Centre (Tent),Tent,1,142,2,11,201,8,0,365,357,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Manicaland,Nyanga RDC,Nyanga,Nyanga South,15,Bende Primary School,School,4,266,4,21,235,20,0,550,530,
Manicaland,Nyanga RDC,Nyanga,Nyanga South,15,Croossdale  Secondary School,School,3,116,2,25,217,16,0,379,363,
Manicaland,Nyanga RDC,Nyanga,Nyanga South,15,Croossdale Primary School,School,4,166,7,30,140,15,0,362,347,
Manicaland,Nyanga RDC,Nyanga,Nyanga South,15,Matema Primary School,School,7,103,3,11,113,9,0,246,237,
Manicaland,Nyanga RDC,Nyanga,Nyanga South,15,Nyanhambwe Business Centre(Tent),Tent,2,69,2,7,129,2,0,211,209,
Manicaland,Nyanga RDC,Nyanga,Nyanga South,15,Nyaunyenye Business Centre(Tent),Tent,0,95,3,14,137,7,0,256,249,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Manicaland,Nyanga RDC,Nyanga,Nyanga South,16,Magamba Primary School,School,4,102,1,4,42,2,0,155,153,
Manicaland,Nyanga RDC,Nyanga,Nyanga South,16,Ruchera Primary School,School,3,449,2,13,93,10,0,570,560,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Manicaland,Nyanga RDC,Nyanga,Nyanga South,17,Chidazuru Primary School,School,1,161,1,15,125,7,0,310,303,
Manicaland,Nyanga RDC,Nyanga,Nyanga South,17,Maereka Primary School,School,1,153,0,11,65,4,0,234,230,
Manicaland,Nyanga RDC,Nyanga,Nyanga South,17,Nyabeze Primary School,School,2,111,1,10,89,11,0,224,213,
Manicaland,Nyanga RDC,Nyanga,Nyanga South,17,Nyatate  Secondary School,School,0,131,0,8,81,9,0,229,220,
Manicaland,Nyanga RDC,Nyanga,Nyanga South,17,Nyatate Clinic(Tent),Tent,0,86,2,6,84,8,0,186,178,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Manicaland,Nyanga RDC,Nyanga,Nyanga South,18,Magarati Primary School,School,0,130,0,4,102,5,0,241,236,
Manicaland,Nyanga RDC,Nyanga,Nyanga South,18,Mapako Secondary School,School,0,181,0,10,149,9,0,349,340,
Manicaland,Nyanga RDC,Nyanga,Nyanga South,18,Saunyama Primary School,School,1,238,1,18,289,7,0,554,547,
Manicaland,Nyanga RDC,Nyanga,Nyanga South,18,Tamunesa Primary School,School,4,112,0,37,180,7,0,340,333,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Manicaland,Nyanga RDC,Nyanga,Nyanga South,19,Nyajezi Secondary School,School,1,59,0,4,84,2,0,150,148,
Manicaland,Nyanga RDC,Nyanga,Nyanga South,19,Saunyama Hall,Hall,5,122,0,9,109,3,0,248,245,
Manicaland,Nyanga RDC,Nyanga,Nyanga South,19,Sedze Business Centre,Tent,4,280,3,10,204,15,0,516,501,
Manicaland,Nyanga RDC,Nyanga,Nyanga South,19,Sedze Primary School,School,1,114,2,8,97,5,0,227,222,
Manicaland,Nyanga RDC,Nyanga,Nyanga South,19,Zuwa Weaving (Tent),Tent,0,33,1,9,112,3,0,158,155,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Manicaland,Nyanga RDC,Nyanga,Nyanga South,20,Nyanga Downs(Tent),Tent,2,76,0,8,96,8,0,190,182,
Manicaland,Nyanga RDC,Nyanga,Nyanga South,20,Nyangui Forest(Tent),Tent,0,12,0,0,10,0,0,22,22,
Manicaland,Nyanga RDC,Nyanga,Nyanga South,20,Troutbeck Community Church,Tent,4,306,3,25,255,14,0,607,593,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Manicaland,Nyanga RDC,Nyanga,Nyanga South,21,Dazi Primary School,School,2,46,2,15,108,5,0,178,173,
Manicaland,Nyanga RDC,Nyanga,Nyanga South,21,Gaerezi Primary School,School,1,124,2,9,48,10,0,194,184,
Manicaland,Nyanga RDC,Nyanga,Nyanga South,21,Gaerezi Secondary School,School,2,73,1,2,45,16,0,139,123,
Manicaland,Nyanga RDC,Nyanga,Nyanga South,21,Magadzire Primary School,School,2,219,3,6,61,16,0,307,291,
Manicaland,Nyanga RDC,Nyanga,Nyanga South,21,Ngurunda Primary School,School,7,131,4,7,72,10,0,231,221,
Manicaland,Nyanga RDC,Nyanga,Nyanga South,21,Nyafaru Secondary School,School,1,67,2,4,39,2,0,115,113,
Manicaland,Nyanga RDC,Nyanga,Nyanga South,21,Tsatse  Primary School,School,2,214,1,3,47,11,0,278,267,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Manicaland,Nyanga RDC,Nyanga,Nyanga South,22,Manjoro Primary School,School,2,285,3,7,173,6,0,476,470,
Manicaland,Nyanga RDC,Nyanga,Nyanga South,22,Mutimutema Business Centre (Tent),Tent,0,117,0,5,53,1,0,176,175,
Manicaland,Nyanga RDC,Nyanga,Nyanga South,22,Nyatondo Primary School,School,0,41,0,8,70,3,0,122,119,
Manicaland,Nyanga RDC,Nyanga,Nyanga South,22,Zuvarabuda Primary School,School,1,123,2,6,111,7,0,250,243,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Manicaland,Nyanga RDC,Nyanga,Nyanga South,23,Dombo Primary School,School,1,48,0,8,102,5,0,164,159,
Manicaland,Nyanga RDC,Nyanga,Nyanga South,23,Nyanhundu Primary School,School,0,140,1,3,24,3,0,171,168,
Manicaland,Nyanga RDC,Nyanga,Nyanga South,23,Nyarukowa Primary School,School,1,200,1,12,57,1,0,272,271,
Manicaland,Nyanga RDC,Nyanga,Nyanga South,23,Nyarumvurwe Primary School,School,5,558,2,6,105,28,0,704,676,
Manicaland,Nyanga RDC,Nyanga,Nyanga South,23,Zewa (Tent),Tent,5,162,1,5,71,5,0,249,244,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Manicaland,Nyanga RDC,Nyanga,Nyanga South,24,Gambe Secondary School,School,1,178,0,3,95,7,0,284,277,
Manicaland,Nyanga RDC,Nyanga,Nyanga South,24,London Stores (Tent),Tent,1,133,1,3,47,4,0,189,185,
Manicaland,Nyanga RDC,Nyanga,Nyanga South,24,Sadomba Primary School,School,2,254,0,2,8,2,0,268,266,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Manicaland,Nyanga RDC,Nyanga,Nyanga South,25,Claremont Hall,Hall,3,134,0,7,51,3,0,198,195,
Manicaland,Nyanga RDC,Nyanga,Nyanga South,25,Glenspey (Tent),Tent,0,61,0,0,10,2,0,73,71,
Manicaland,Nyanga RDC,Nyanga,Nyanga South,25,Juliasdale Business Centre (Tent),Tent,3,199,1,10,155,3,0,371,368,
Manicaland,Nyanga RDC,Nyanga,Nyanga South,25,Rhodes Hall,Hall,0,66,0,2,55,0,0,123,123,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Manicaland,Nyanga RDC,Nyanga,Nyanga South,26,Chingamwe Primary School,School,0,24,0,12,59,4,0,99,95,
Manicaland,Nyanga RDC,Nyanga,Nyanga South,26,Erin Forest Hall,Hall,1,128,0,13,176,12,0,330,318,
Manicaland,Nyanga RDC,Nyanga,Nyanga South,26,Nyakupinga  Store (Tent),Tent,3,71,0,7,26,1,0,108,107,
Manicaland,Nyanga RDC,Nyanga,Nyanga South,26,Selbourne Primary School,School,1,77,2,12,297,4,0,393,389,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Manicaland,Nyanga RDC,Nyanga,Nyanga South,27,Nyanzou Primary School,School,2,286,1,4,68,9,0,370,361,
Manicaland,Nyanga RDC,Nyanga,Nyanga South,27,Raudzi Primary School,School,1,260,0,4,88,2,0,355,353,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Manicaland,Nyanga RDC,Nyanga,Nyanga South,28,Brittania Primary School,School,2,100,0,2,20,1,0,125,124,
Manicaland,Nyanga RDC,Nyanga,Nyanga South,28,Nyabako Business Centre (Tent),Tent,0,24,0,2,27,2,0,55,53,
Manicaland,Nyanga RDC,Nyanga,Nyanga South,28,Nyamazi Business Centre  (Tent),Tent,0,44,0,1,45,2,0,92,90,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Manicaland,Nyanga RDC,Nyanga,Nyanga South,29,Nyamhuka 2 Business Centre (Tent),Tent,3,206,0,6,143,5,0,363,358,
Manicaland,Nyanga RDC,Nyanga,Nyanga South,29,Nyamhuka Bus Terminus (Tent),Tent,4,225,0,4,178,7,0,418,411,
Manicaland,Nyanga RDC,Nyanga,Nyanga South,29,Nyamhuka Primary School,School,3,140,1,2,139,2,0,287,285,
Manicaland,Nyanga RDC,Nyanga,Nyanga South,29,Nyanga Country Club,Tent,0,149,0,4,136,2,0,291,289,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Manicaland,Nyanga RDC,Nyanga,Nyanga South,30,Mt Mellery Mission,School,0,24,0,3,74,2,0,103,101,
Manicaland,Nyanga RDC,Nyanga,Nyanga South,30,Shiri Primary School,School,0,101,0,2,52,2,0,157,155,
Manicaland,Nyanga RDC,Nyanga,Nyanga South,30,St Mary's High School,School,2,115,0,8,147,5,0,277,272,
,,,,,,,,,,,,,,,,
Manicaland,Nyanga RDC,Nyanga,Nyanga South,30,Tendanayi Primary School,School,3,314,2,12,166,12,0,509,497,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Manicaland,Nyanga RDC,Nyanga,Nyanga South,31,Mangondoza Business Centre (Tent),Tent,0,144,0,2,102,3,0,251,248,
Manicaland,Nyanga RDC,Nyanga,Nyanga South,31,Public Works Depot,Office,1,645,0,2,163,7,0,818,811,
