Local Authority,Ward,Name of Candidate,Sex,Party,Result
"",Guruve RDC,2,BARA CHIPO,MDC T,F,1
"",,,,,,
"",Guruve RDC,3,MUTIRORI MAKOMBORERO,ZANU PF,M,61
"",Guruve RDC,3,ZINDOGA GODKNOWS,MDC T,M,3
"",Guruve RDC,4,KAFUNGURA LENCIO,ZANU PF,M,"1,65"
"",Guruve RDC,4,KUDYAHAKUDADIRWE WONDER,MDC T,M,11
"",,,,,,
"",Guruve RDC,5,KAMUZONDE MIKE,ZANU PF,M,"1,79"
"",Guruve RDC,5,MATEKENYA MATAMBUDZIKO,MDC T,M,35
"",Guruve RDC,5,CHIMUKA RICHARDIN,EPENDE,TM,6
"",,,,,,
"",Guruve RDC,6,MAZHAMBE FIRAI,ZANU PF,M,"2,10"
"",Guruve RDC,6,CHIMANIKIRE SOLOMON,MDC T,M,63
"",Guruve RDC,6,KAWANZARUWA CHRISTMAS,MDC,M,11
"",,,,,,
"",Guruve RDC,7,KAMAMBO FORBES,ZANU PF,M,"1,45"
"",Guruve RDC,7,VELEM TENDAI,MDC T,M,44
"",Guruve RDC,7,KAHARI REGAI,MDC,M,8
"",,,,,,
"",Guruve RDC,8,MUTAHWARIRA ARNOLD T,ZANU PF,M,"1,59"
"",Guruve RDC,8,GANGARAHWE DARLINGTON,MDC T,M,34
"",,,,,,
"",Guruve RDC,9,KAMBA MISHECK,ZANU PF,M,"1,22"
"",Guruve RDC,9,MATIVIRIRA OWEN,MDC T,M,15
"",,,,,,
"",Guruve RDC,10,KASEKE MAPLAN,ZANU PF,M,86
"",Guruve RDC,10,NYANDORO TINEI,MDC T,M,21
"",,,,,,
"",Guruve RDC,11,MACHUMI SAMUEL,ZANU PF,M,"1,82"
"",Guruve RDC,11,MASANGO BRIGHTON,MDC T,M,25
"",,,,,,
"",Guruve RDC,12,MUNZARA BLESSMORE,ZANU PF,M,"1,90"
"",Guruve RDC,12,MURISA OWEN,MDC T,M,24
"",,,,,,
"",Guruve RDC,13,JEKE NGONI,ZANU PF,M,"2,34"
"",Guruve RDC,13,CHIZOMBE GIFT,MDC T,M,7
"",,,,,,
"",Guruve RDC,14,PASIPANODYA TASI,ZANU PF,M,"1,33"
"",Guruve RDC,14,TAWA PLAXCEDES,MDC T,F,15
"",,,,,,
"",Guruve RDC,15,MACHENGO PATRICK P,ZANU PF,M,96
"",Guruve RDC,15,TORONGO TONGAI,MDC T,M,1
"",,,,,,
"",Guruve RDC,16,MANDAZA SADSON,ZANU PF,M,"1,49"
"",Guruve RDC,16,MATEKENYA LOVEMORE,MDC T,M,6
"",,,,,,
"",Guruve RDC,17,MUKAHANANA LILIFORD,ZANU PF,M,55
"",Guruve RDC,17,MANGOVE WATSON,MDC,M,
"",,,,,,
"",Guruve RDC,18,NYAMAKATO STANLEY,ZANU PF,M,"1,30"
"",Guruve RDC,18,MATEKENYA ORDERLY,MDC T,M,12
"",Guruve RDC,18,VELEM CRISPEN,MDC,M,3
"",,,,,,
"",Guruve RDC,19,NZVIMBO RURAMAI,ZANU PF,F,UNCONTESTE
"",,,,,,
"",Guruve RDC,20,GWAZE BHOYIDHO,ZANU PF,M,"1,64"
"",Guruve RDC,20,KASHIRI ZECKMORE,MDC T,M,28
"",Guruve RDC,20,DONDO TINASHE,MDC,M,4
"",,,,,,
"",Guruve RDC,21,CHABAYANZARA FREEDOM,ZANU PF,M,UNCONTESTE
"",,,,,,
"",Guruve RDC,22,MURIRO STONE,ZANU PF,M,"1,51"
"",Guruve RDC,22,MURONZI EVANS,MDC -T,M,39
"",,,,,,
"",Guruve RDC,23,KAMBIRIMI POWER,ZANU PF,M,"1,50"
"",Guruve RDC,23,ZEZE PHANUEL,MDC T,M,3
"",Guruve RDC,23,TSEKERA MICHAEL,MDC,M,2
"",,,,,,
"",Guruve RDC,24,MUPESA GIVEMORE,ZANU PF,M,"1,25"
"",Guruve RDC,24,CHINHOYI SHERPHARD,MDC T,M,14
"",Guruve RDC,24,GUTURA KUDAKWASHE,MDC,M,2
"",,,,,,
"",Mazowe RDC,1,MAHERE ALOIS,ZANU PF,M,99
"",Mazowe RDC,1,BVUURE TSUNGAI,MDC T,M,22
"",,,,,,
"",Mazowe RDC,2,ZIMBITI AGAIN,ZANU PF,M,"1,43"
"",Mazowe RDC,2,CHIRIPANYANGA SYLVIA,MDC T,F,13
"",,,,,,
"",Mazowe RDC,3,CHOPAMBA ESWELL,ZANU PF,M,"1,52"
"",Mazowe RDC,3,MUSONZA TARISAI,MDC T,M,21
"",,,,,,
"",Mazowe RDC,4,MUTOPA MICHAEL,ZANU PF,M,"1,07"
"",Mazowe RDC,4,JONGA TICHAWONA,MDC T,M,21
"",Mazowe RDC,5,SHANGWA WEBSON,ZANU PF,M,"1,42"
"",Mazowe RDC,5,CHINAKE VINE,MDC -T,M,22
"",Mazowe RDC,5,CHINYEMBA MARY,MDC,F,4
"",,,,,,
"",Mazowe RDC,6,CHISHANI MUNYARADZI,ZANU PF,M,"1,03"
"",Mazowe RDC,6,NYAUNGA SAUL,MDC T,M,33
"",,,,,,
"",Mazowe RDC,7,BEMBERERE NAISON,ZANU PF,M,"1,28"
"",Mazowe RDC,7,BOSHA PATRICK,MDC T,M,51
"",Mazowe RDC,7,CHAORA TONGAI,MDC,M,5
"",,,,,,
"",Mazowe RDC,8,MUKAHIWA ELISHA,ZANU PF,M,"1,58"
"",Mazowe RDC,8,KADEMAUNGA WEBB,MDC T,M,89
"",,,,,,
"",Mazowe RDC,9,MUDZONGA JOHN,ZANU PF,M,"1,27"
"",Mazowe RDC,9,MUSARARA WADZANAYI,MDC T,F,59
"",,,,,,
"",Mazowe RDC,10,CHINHEMA CHAKABVEPI,ZANU PF,F,"1,32"
"",Mazowe RDC,10,MUSEMWA MARTIN,MDC T,M,61
"",Mazowe RDC,10,TAKAROWA TICHAONA,MDC,M,4
"",,,,,,
"",Mazowe RDC,11,CHINYEMBA DANIEL,ZANU PF,M,"1,61"
"",Mazowe RDC,11,CHIRONGA HILTON,MDC T,M,56
"",,,,,,
"",Mazowe RDC,12,MUZHIRA BRIGHTON,ZANU PF,M,"1,24"
"",Mazowe RDC,12,MBISWA TAWANDA,MDC T,M,85
"",,,,,,
"",Mazowe RDC,13,MUTYAVAVIRI EDWARD,ZANU PF,M,"1,53"
"",Mazowe RDC,13,MURAMBWA VINCENT,MDC T,M,46
"",Mazowe RDC,13,CHIRARA JETHRO,MDC,M,9
"",,,,,,
"",Mazowe RDC,14,KARASA SAMSON,ZANU PF,M,"1,90"
"",Mazowe RDC,14,GWESHE GODFREY,MDC T,M,20
"",,,,,,
"",Mazowe RDC,15,CHINYOKA PARADZAI,ZANU PF,M,"1,12"
"",Mazowe RDC,15,MUDOGORI CHAMUNORWA,MDC T,M,28
"",Mazowe RDC,15,KAWARA ABRAHAM,MDC,M,6
"",,,,,,
"",Mazowe RDC,16,MUTAURI MUNYARADZI,ZANU PF,M,76
"",Mazowe RDC,16,ZHANTALI BENHILDAH,MDC T,F,25
"",Mazowe RDC,16,MACHEMEDZE DUDZAI,MDC,F,7
"",,,,,,
"",Mazowe RDC,17,CHIMUMBA DOMINIC,ZANU PF,M,99
"",Mazowe RDC,17,MASUKO EVELYN,MDC,F,6
"",,,,,,
"",Mazowe RDC,18,GOMBO ANYWAY,ZANU PF,M,"1,22"
"",Mazowe RDC,18,GOVA GEORGE,MDC T,M,17
"",Mazowe RDC,18,SANDE WIRIRANAI,MDC,M,5
"",,,,,,
"",Mazowe RDC,19,MUTAURI NELSON,ZANU PF,M,"1,35"
"",Mazowe RDC,19,ZARIRA NOBERT,MDC -T,M,39
"",Mazowe RDC,19,KAPINDE TONDERAI,MDC,M,13
"",,,,,,
"",Mazowe RDC,20,CHITUMBU SMART,ZANU PF,M,"1,50"
"",Mazowe RDC,20,TEDZA ALEXANDER T,MDC T,M,87
"",,,,,,
"",Mazowe RDC,21,DUMISANI CHARLES L,ZANU PF,M,"1,36"
"",Mazowe RDC,21,CHOTO MIKE,MDC T,M,24
"",Mazowe RDC,21,MUSHIPE RUJEKO PATIENCE,MDC,F,5
"",,,,,,
"",Mazowe RDC,22,MAPARADZA MIRRIAM,ZANU PF,F,97
"",Mazowe RDC,22,MWANARONA ITAYI,MDC T,F,79
"",Mazowe RDC,22,MUSINAGURA PROBLEM,MDC,F,13
"",,,,,,
"",Mazowe RDC,23,MUCHADAKUENDA TEMBA,ZANU PF,M,"1,09"
"",Mazowe RDC,23,VENGESA GLENDA,MDC T,F,8
"",,,,,,
"",Mazowe RDC,24,CHIWANZA OTTILIA,ZANU PF,F,"1,60"
"",Mazowe RDC,24,DEMBERERE MAVURA,MDC T,M,16
"",Mazowe RDC,24,MASANGO JUDITH,MDC,F,3
"",,,,,,
"",Mazowe RDC,25,CHISERO COLLIAS,ZANU PF,M,"2,10"
"",Mazowe RDC,25,MADAMOMBE FRANK,MDC T,M,6
"",,,,,,
"",Mazowe RDC,26,MAZHAMBE SHERENI,ZANU PF,M,"1,75"
"",Mazowe RDC,26,MTULUKO PETER,MDC T,M,7
"",,,,,,
"",Mazowe RDC,27,SARAKUDZE COLLIN,ZANU PF,M,"2,20"
"",Mazowe RDC,27,BUZUZU SUPA,MDC T,M,14
"",Mazowe RDC,28,MURENGWA VINCENT,ZANU PF,M,"2,06"
"",Mazowe RDC,28,SAMHU TONDERAI P,MDC T,M,68
"",,,,,,
"",Mazowe RDC,29,MACHIRIDZA NICHOLAS J,ZANU PF,M,"2,37"
"",Mazowe RDC,29,MUSIMBA TANGA,MDC T,M,6
"",,,,,,
"",Mazowe RDC,30,MAVENEKE THERESA C,ZANU PF,F,"2,30"
"",Mazowe RDC,30,MATAVA HARDWORDK,MDC T,M,8
"",,,,,,
"",Mazowe RDC,31,MAZIKANA ANANCIATA,ZANU PF,F,"1,54"
"",Mazowe RDC,31,MARUMAHOKO MACHEKA,MDC T,M,15
"",Mazowe RDC,31,MAKINA WILLSON S,MDC,M,4
"",,,,,,
"",Mazowe RDC,32,MANONGWA MAUD,ZANU PF,F,"1,52"
"",Mazowe RDC,32,GWESHE SHINGIRAI,MDC T,M,7
"",Mazowe RDC,32,MATSVETU LAZARUSIN,EPENDE,TM,3
"",,,,,,
"",Mazowe RDC,33,KASERE MITCHELL,ZANU PF,M,"1,19"
"",Mazowe RDC,33,BADZARIGERE ALECK J,MDC T,M,67
"",Mazowe RDC,33,MUSHIPE EUNICE,MDC,F,5
"",,,,,,
"",Mazowe RDC,34,CHINOTIMBA EDWIN,ZANU PF,M,"1,08"
"",Mazowe RDC,34,NYAMUKONDA ELECTOR,MDC T,F,7
"",,,,,,
"",Mazowe RDC,35,MUDZINGWA JOHNSON,ZANU PF,M,74
"",Mazowe RDC,35,MUSHONGA HILTON,MDC T,M,36
"",,,,,,
"",Mbire RDC,1,KACHASU CHRISTMAS,ZANU PF,M,73
"",Mbire RDC,1,MWANZA FRANK,MDC T,M,17
"",,,,,,
"",Mbire RDC,2,JASI LIZIWE,ZANU PF,F,"1,43"
"",Mbire RDC,2,MARIMBA ISAKI,MDC T,M,25
"",Mbire RDC,2,MAPFUMO DANIEL PIN,EPENDE,TM,2
"",,,,,,
"",Mbire RDC,3,MUTEMATSAKA BIGGIE,ZANU PF,M,"1,57"
"",Mbire RDC,3,YOBE ROBSON,MDC T,M,21
"",,,,,,
"",Mbire RDC,4,KONI DHORO,ZANU PF,M,"1,55"
"",Mbire RDC,4,CHIRENGA JESSMAN,MDC T,M,47
"",Mbire RDC,5,BELL JOSEPH,ZANU PF,M,"1,60"
"",Mbire RDC,5,GATSI ESAKI,MDC T,M,12
"",,,,,,
"",Mbire RDC,6,MAKUVATSINE GIBSON,ZANU PF,M,"1,05"
"",Mbire RDC,6,MAVHURA PATRICK,MDC T,M,12
"",Mbire RDC,6,CHIMUPERU VENGESAI,MDC,M,4
"",,,,,,
"",Mbire RDC,7,CHIPONDA BARBARA,ZANU PF,F,96
"",Mbire RDC,7,CHAREWA ABRAHAM,MDC T,M,12
"",,,,,,
"",Mbire RDC,8,MAMBO ERNEST,ZANU PF,M,"1,92"
"",Mbire RDC,8,ZHOU TAKUNDA,MDC T,M,20
"",,,,,,
"",Mbire RDC,9,MUSARURWA MUSANYARA,ZANU PF,F,84
"",Mbire RDC,9,MUTAIWA TAPIWA,MDC -T,M,50
"",,,,,,
"",Mbire RDC,10,MAKUWERERE SAM,ZANU PF,M,"2,17"
"",Mbire RDC,10,KAMUCHATO SABASTIN,MDC T,M,18
"",,,,,,
"",Mbire RDC,11,CHAUKURA ISHMAEL,ZANU PF,,UNOPPOSE
"",,,,,,
"",Mbire RDC,12,CHIDONGO ROBSON,ZANU PF,M,"1,58"
"",Mbire RDC,12,MUPINYURI ISAAC,MDC T,M,44
"",,,,,,
"",Mbire RDC,13,KAVHIKU ALBERT,ZANU PF,M,98
"",Mbire RDC,13,DLAMINI PONGO,MDC -T,M,10
"",,,,,,
"",Mbire RDC,14,DERERE HONDO,ZANU PF,M,"1,24"
"",Mbire RDC,14,CHIGWAJARA CHINHERA,MDC T,M,15
"",,,,,,
"",Mbire RDC,15,MUMBAMUCHENA MORGAN,ZANU PF,M,"1,34"
"",Mbire RDC,15,KAMWAZA FRIDAY,MDC T,M,39
"",,,,,,
"",Mbire RDC,16,NYAMUSHAMBA LUWIS,ZANU PF,M,"1,12"
"",Mbire RDC,16,ARUTURA SIMBA,MDC T,M,9
"",,,,,,
"",Mbire RDC,17,ZUZE TEMBA,ZANU PF,M,86
"",Mbire RDC,17,MAZIPIYORO TICHAONA,MDC T,M,28
"",,,,,,
"",Muzarabani RDC,1,CHITENGU NOKAI,ZANU PF,M,"2,02"
"",Muzarabani RDC,1,MARIBHA PETROS,MDC T,M,7
"",,,,,,
"",Muzarabani RDC,2,URURU OLIVER,ZANU PF,M,"1,73"
"",,,,,,
"",Muzarabani RDC,3,GOMO ONESMO,ZANU PF,M,"1,10"
"",Muzarabani RDC,3,GARWE CHENGETAI,MDC T,F,6
"",,,,,,
"",Muzarabani RDC,4,MARAMBA OLIVER,ZANU PF,M,"1,47"
"",Muzarabani RDC,4,DAMBAKURIMA TAVENGWA,MDC T,M,10
"",,,,,,
"",Muzarabani RDC,5,MTUNDA RAWSON,ZANU PF,M,"1,19"
"",Muzarabani RDC,5,MURAKASHA MAULEN,MDC -T,F,9
"",,,,,,
"",Muzarabani RDC,6,MACHINGURA MARTHA,ZANU PF,F,75
"",Muzarabani RDC,6,MURINDAGOMO MECKLINE,MDC T,F,3
"",,,,,,
"",Muzarabani RDC,7,CHASEKWA FAYINESI,ZANU PF,M,47
"",Muzarabani RDC,7,KARENGA GODFREY,MDC -T,M,2
"",,,,,,
"",Muzarabani RDC,8,CHIZEYA NORMAN,ZANU PF,M,"2,10"
"",Muzarabani RDC,8,CHARUMBUKA ITAI,MDC -T,M,9
"",,,,,,
"",Muzarabani RDC,9,CHIWASHIRA ALPHONCE,ZANU PF,M,93
"",Muzarabani RDC,9,MAZHINA AGNES,MDC T,F,1
"",,,,,,
"",Muzarabani RDC,10,MUDONI SHYROD,ZANU PF,M,"1,73"
"",Muzarabani RDC,10,MUSAKANYI RICHNEST,MDC T,F,13
"",,,,,,
"",Muzarabani RDC,11,MAHACHI CATHERINE,ZANU PF,F,"1,13"
"",Muzarabani RDC,11,SHIRIYEDEVE CHRISTINE,MDC T,F,2
"",,,,,,
"",Muzarabani RDC,12,CHIRAPA CREBAS,ZANU PF,M,"1,51"
"",Muzarabani RDC,12,CHIRIYA TONDERAI,MDC T,M,2
"",,,,,,
"",Muzarabani RDC,13,MUSANZIKA BIGGIE,ZANU PF,M,"1,02"
"",Muzarabani RDC,13,CHIYERI LIVISON,MDC T,M,2
"",,,,,,
"",Muzarabani RDC,14,MANDIZVIDZA SHEPHERD S,ZANU PF,M,"2,31"
"",Muzarabani RDC,14,RUMERO JIMMY,MDC T,M,4
"",Muzarabani RDC,15,MWALE CLEOPATRA T,ZANU PF,F,"1,12"
"",Muzarabani RDC,15,NYABUNA MATHEW,MDC T,M,12
"",,,,,,
"",Muzarabani RDC,16,KATSIRU,ZANU PF,M,UNCONTESTE
"",,,,,,
"",Muzarabani RDC,17,TSOTSO PROUD,ZANU PF,M,"2,20"
"",Muzarabani RDC,17,GONO WIRIMAI,MDC T,M,4
"",,,,,,
"",Muzarabani RDC,18,MATABA YEUKAI,ZANU PF,M,UNCONTESTE
"",,,,,,
"",Muzarabani RDC,19,MUCHEKI PASSMORE,ZANU PF,M,"1,20"
"",Muzarabani RDC,19,NGORIMA AGRIPPAH,MDC T,M,2
"",,,,,,
"",Muzarabani RDC,20,MAPONDERA COSTER,ZANU PF,M,88
"",Muzarabani RDC,20,SADO STEPHAN,MDC T,M,4
"",,,,,,
"",Muzarabani RDC,21,MUNAKI MILFORD,ZANU PF,M,87
"",Muzarabani RDC,21,CHIRANGWANDA EBSON S,MDC -T,M,1
"",,,,,,
"",Muzarabani RDC,22,MUTYAVAVIRI SARUDZAYI,ZANU PF,F,70
"",Muzarabani RDC,22,JEMEDZE WILLARD,MDC T,M,6
"",,,,,,
"",Muzarabani RDC,23,MAVEDZENGE AMON,ZANU PF,M,"1,56"
"",Muzarabani RDC,23,MUZUNGU PERSECUTE,MDC -T,F,4
"",,,,,,
"",Muzarabani RDC,24,MUNDA REGIS,ZANU PF,M,"1,93"
"",Muzarabani RDC,24,MASHIRI TAISON,MDC T,M,6
"",,,,,,
"",Muzarabani RDC,25,CHIWESHE ASHTON,ZANU PF,M,94
"",Muzarabani RDC,25,GOMBIRO TAURAI,MDC -T,F,1
"",,,,,,
"",Muzarabani RDC,26,JEKESE SAMUEL,ZANU PF,M,"1,46"
"",Muzarabani RDC,26,JEMEDZA EDITH,MDC T,F,2
"",,,,,,
"",Muzarabani RDC,27,SOSA GOODFREY,ZANU PF,M,"1,16"
"",Muzarabani RDC,27,NYAFESA ABIYOSI,MDC T,M,5
"",,,,,,
"",Muzarabani RDC,28,MARUZIVA RAPHIEL,ZANU PF,M,"1,93"
"",Muzarabani RDC,28,KATAMBARARE SHOMI,MDC T,M,4
"",Muzarabani RDC,29,MAGUNJE HILTON,ZANU PF,M,"1,01"
"",Muzarabani RDC,29,MUZVIMBI NOKUTHULA,MDC -T,F,
"",,,,,,
"",Pfura RDC,1,CHITONHO NYASHA,ZANU PF,F,"1,11"
"",Pfura RDC,1,KANDEWO MWANYIKA,MDC T,M,4
"",,,,,,
"",Pfura RDC,2,MAPONGA HAMUNYARI,ZANU PF,F,"4,15"
"",Pfura RDC,2,DZINZI BAYAYI,MDC T,M,12
"",,,,,,
"",Pfura RDC,3,MAKISENI CHRISTOPHER,MDC T,M,UNOPPOSE
"",,,,,,
"",Pfura RDC,4,MAKABICHI ZINGANGE,ZANU PF,M,"1,70"
"",Pfura RDC,4,GUVHEYA ZONDA,MDC T,M,8
"",,,,,,
"",Pfura RDC,5,BENY RAINESI,ZANU PF,F,"1,20"
"",Pfura RDC,5,CHITSUNGO GODKNOWS,MDC T,M,2
"",,,,,,
"",Pfura RDC,6,KAGORIYONDO GADZAMBO,ZANU PF,M,"1,47"
"",Pfura RDC,6,KUNYONGO WATSON,MDC T,M,1
"",,,,,,
"",Pfura RDC,7,HONDOYEDZOMBA BRIGHTON,ZANU PF,M,"1,58"
"",Pfura RDC,7,CHIRIPA PETER,MDC T,M,19
"",,,,,,
"",Pfura RDC,8,CHIPIKIRI LONWEL,ZANU PF,M,"2,65"
"",Pfura RDC,8,CHARUMA GIVERS,MDC T,M,19
"",,,,,,
"",Pfura RDC,9,MUTYAMBIZI MABASA,ZANU PF,M,89
"",Pfura RDC,9,CHIRAMBA ANTHONY,MDC T,M,9
"",,,,,,
"",Pfura RDC,10,MUPONA GEORGE,ZANU PF,M,"3,04"
"",Pfura RDC,10,CHIPARAPATA JOHANNES,MDC T,M,21
"",,,,,,
"",Pfura RDC,11,DZONGE TEXAS,ZANU PF,M,"2,28"
"",Pfura RDC,11,WILLIAM WILLIAM,MDC T,M,8
"",,,,,,
"",Pfura RDC,12,KAPINGIDZA CHARLES,ZANU PF,M,UNCONTESTE
"",,,,,,
"",Pfura RDC,13,CHINDITO MARSON,ZANU PF,M,42
"",Pfura RDC,13,CHAMISA HONEST,MDC T,M,11
"",Pfura RDC,14,MUCHEMWA COWEN,ZANU PF,M,UNCONTESTE
"",,,,,,
"",Pfura RDC,15,KASANGA GUTU,ZANU PF,M,"2,97"
"",Pfura RDC,15,JOKONYA STANLEY,MDC T,M,9
"",,,,,,
"",Pfura RDC,16,KARIMA CALEB,ZANU PF,M,"2,10"
"",Pfura RDC,16,MOSES KUDAKWASHE,MDC T,M,14
"",,,,,,
"",Pfura RDC,17,CHAORA FATIOS,ZANU PF,M,"2,18"
"",Pfura RDC,17,MUKOTOTSI EVERSON,MDC T,M,8
"",,,,,,
"",Pfura RDC,18,GWENANGURUVE CLEVER,ZANU PF,M,"3,02"
"",Pfura RDC,18,MUTYAMBIZI DAVIE,MDC T,M,3
"",,,,,,
"",Pfura RDC,19,KASHOTI SYDNEY,ZANU PF,M,"3,92"
"",Pfura RDC,19,SOZA FANUEL,MDC T,M,3
"",,,,,,
"",Pfura RDC,20,KUDIMBA FUNNY,ZANU PF,M,UNCONTESTE
"",,,,,,
"",Pfura RDC,21,MUSEKIWA EDWARD,ZANU PF,M,UNCONTESTE
"",,,,,,
"",Pfura RDC,22,KATANHA NICKSON,ZANU PF,M,"4,21"
"",Pfura RDC,22,GWETSURO MUNASHE,MDC T,M,3
"",,,,,,
"",Pfura RDC,23,RUWUYA SHINGIRAI,ZANU PF,M,"1,95"
"",Pfura RDC,23,HORE OLIVER,MDC T,M,22
"",,,,,,
"",Pfura RDC,24,CHAITWA ANGELBERT,ZANU PF,M,"3,36"
"",Pfura RDC,24,PONGWENI FARAI B,MDC T,M,16
"",,,,,,
"",Pfura RDC,25,JAKARASI MENARD,ZANU PF,M,42
"",Pfura RDC,25,CHIMUTSA TONDERAI,MDC,M,14
"",,,,,,
"",Pfura RDC,26,BANDA JAMES KENNEDY K,ZANU PF,M,"2,42"
"",Pfura RDC,26,CHINOGUREI PARADZAI,MDC,M,53
"",,,,,,
"",Pfura RDC,27,MUCHEMWA ISRAEL,ZANU PF,M,"1,48"
"",Pfura RDC,27,ZVAMASHAKWA PETER,MDC T,M,17
"",,,,,,
"",Pfura RDC,28,MBERI TAKWANA D,ZANU PF,M,39
"",Pfura RDC,28,MUROMBO JESMAN,MDC T,M,7
"",,,,,,
"",Pfura RDC,29,DEMBERERE MARY,ZANU PF,F,37
"",,,,,,
"",Pfura RDC,30,NYAMUTUMBU PETER,ZANU PF,M,27
"",Pfura RDC,30,MUVHILEYIWA EDWIN,MDC T,M,11
"",,,,,,
"",Pfura RDC,31,CHITSUNGWI  OLIVER,ZANU PF,M,"2,04"
"",Pfura RDC,31,NYONI TAURAI,MDC T,M,3
"",,,,,,
"",Pfura RDC,32,NO NOMINATION FORMS RECEIVED,,,
"",,,,,,
"",Pfura RDC,33,GANDARI SHEMIE,ZANU PF,M,UNCONTESTE
"",,,,,,
"",Pfura RDC,34,MAVHURA FUNGAI,MDC T,F,UNCONTESTE
"",,,,,,
"",Pfura RDC,35,MUFUKA  ABIOT,ZANU PF,M,"1,20"
"",Pfura RDC,35,MAPIRA MUNYARADZI,MDC T,M,6
"",,,,,,
"",Pfura RDC,36,MUKOMBWE RATTIRALPH,ZANU PF,M,UNCONTESTE
"",,,,,,
"",Pfura RDC,37,GOMO KARITONGE,ZANU PF,M,"1,06"
"",Pfura RDC,37,PASIMUPINDU GABRIEL T,MDC T,M,3
"",,,,,,
"",Pfura RDC,38,MAPURISA ESTERY,ZANU PF,F,"1,53"
"",Pfura RDC,38,MURAPURA CHRISTOPHER,MDC T,M,4
"",,,,,,
"",Pfura RDC,39,NGAPASARE RICHARD Z,ZANU PF,M,"1,94"
"",Pfura RDC,39,CHINGOWO TARWIREI,MDC  T,M,2
"",,,,,,
"",Pfura RDC,40,JEKE DONIA,ZANU PF,F,UNCONTESTE
"",,,,,,
"",Rushinga RDC,1,KAITANO PETER,ZANU PF,M,"1,04"
"",Rushinga RDC,1,MASIYANDIMA ONIAS,MDC T,M,1
"",,,,,,
"",Rushinga RDC,2,CHITONGO STEPHEN,ZANU PF,M,73
"",Rushinga RDC,2,MIKIRI SHORT,MDC T,M,2
"",,,,,,
"",Rushinga RDC,3,CHIKOSHO TAWANDA,ZANU PF,M,UNCONTESTE
"",Rushinga RDC,4,KAMUGOGODZO SHEPHERD,ZANU PF,M,"1,09"
"",Rushinga RDC,4,KAGODORA MABLE,MDC T,F,1
"",,,,,,
"",Rushinga RDC,5,KACHIDZA PAUL,ZANU PF,M,UNCONTESTE
"",,,,,,
"",Rushinga RDC,6,KANYAMA GIBSON,ZANU PF,M,89
"",Rushinga RDC,6,NYAKWENDA SIMBARASHE,MDC T,M,
"",,,,,,
"",Rushinga RDC,7,MUTONHO LUCKSON,ZANU PF,M,UNCONTESTE
"",,,,,,
"",Rushinga RDC,8,CHIWARANGE SPENCER,ZANU PF,M,"1,51"
"",Rushinga RDC,8,CHATADZA HORHWARD,MDC T,M,6
"",,,,,,
"",Rushinga RDC,9,MUROPA CARNAL,ZANU PF,M,"1,09"
"",Rushinga RDC,9,GUVHEYA BOBIE,MDC T,M,5
"",,,,,,
"",Rushinga RDC,10,MARIKISI NORMAN,ZANU PF,M,"1,77"
"",Rushinga RDC,10,KAMUSHONGA FREDDY,MDC T,M,9
"",,,,,,
"",Rushinga RDC,11,GWASHURE OBERT,ZANU PF,M,"1,09"
"",Rushinga RDC,11,MUGARADZIKO PAMELA,MDC T,F,3
"",,,,,,
"",Rushinga RDC,12,MAGARADZIKO EKRON,ZANU PF,M,"1,80"
"",Rushinga RDC,12,MUNYAWIRI ROBERT,MDC T,M,8
"",,,,,,
"",Rushinga RDC,13,MUPINDU FIDELIS,ZANU PF,M,"1,39"
"",Rushinga RDC,13,NDARADZI AGNES,MDC T,F,8
"",,,,,,
"",Rushinga RDC,14,CHIBUNDU SHAKY,ZANU PF,M,98
"",Rushinga RDC,14,MACHAKA TAPIWA,MDC T,M,6
"",,,,,,
"",Rushinga RDC,15,MANYIKA BRIGHT,ZANU PF,M,"1,23"
"",Rushinga RDC,15,KWARAMBA VENIA,MDC T,F,7
"",,,,,,
"",Rushinga RDC,16,PARANGETA BESTMORE,ZANU PF,M,"1,54"
"",Rushinga RDC,16,NYAMUNGA OLIVER,MDC T,M,2
"",,,,,,
"",Rushinga RDC,17,MAKANGA BEAUTY,ZANU PF,F,91
"",Rushinga RDC,17,KUUYA LAWRENCE,MDC T,M,4
"",Rushinga RDC,18,MAHACHIO KUDZANAI,ZANU PF,M,"1,64"
"",Rushinga RDC,18,ZEMBEZI WELSCENT,MDC T,M,2
"",,,,,,
"",Rushinga RDC,19,CHITAHWA PAUL,ZANU PF,M,UNCONTESTE
"",,,,,,
"",Rushinga RDC,20,MAFUNGA MAJA,ZANU PF,M,UNCONTESTE
"",,,,,,
"",Rushinga RDC,21,MAMVURA MORRIS,ZANU PF,M,"1,00"
"",Rushinga RDC,21,GEMU LEONARD,MDC,M,1
"",,,,,,
"",Rushinga RDC,22,NYAMBANI MUSASARE,ZANU PF,M,UNCONTESTE
"",,,,,,
"",Rushinga RDC,23,GOMO TENDAI,ZANU PF,M,UNCONTESTE
"",,,,,,
"",Rushinga RDC,24,MUKOKO FARAI,ZANU PF,M,92
"",Rushinga RDC,24,CHIRINGA ROJASI,MDC T,M,18
"",,,,,,
"",Rushinga RDC,25,TSIGA GIFT,ZANU PF,M,"1,03"
LOCAL AUTHORITY,WARD NAME OF CANDIDATE,,PARTY,RESULT
Chikomba RDC,1 Kadenge Chrispen,M,ZANU (PF),114
