province,local_authority,ward_no,candidate,sex,party,contested,votes
manicaland,buhera rdc,6,chinokwetu edwin taonezvi,m,independent,1,906
manicaland,buhera rdc,6,madzamba netsai,f,mdc,1,470
manicaland,buhera rdc,7,mugwagwa dickson,m,mdc t,1,909
manicaland,buhera rdc,7,mutonhodza gopo martin,m,zanu pf,1,873
manicaland,buhera rdc,8,musunda mudonhi edmore,m,zanu pf,1,1044
manicaland,buhera rdc,8,madzivanyika chaka peter,m,mdc t,1,541
manicaland,buhera rdc,9,mayepi jokonia mubayiwa,m,zanu pf,1,1084
manicaland,buhera rdc,9,gombarume ellias mogonyei,m,mdc t,1,927
manicaland,buhera rdc,10,marowa elija,m,zanu pf,1,1752
manicaland,buhera rdc,10,dzweta enock takaindisa,m,mdc t,1,658
manicaland,buhera rdc,10,masiyazi emerculator,f,mdc,1,104
manicaland,buhera rdc,11,chinaka ngoni,m,zanu pf,1,1174
manicaland,buhera rdc,11,biza aggrippah,m,mdc t,1,525
manicaland,buhera rdc,12,mhlanga james,m,zanu pf,1,1389
manicaland,buhera rdc,12,chikunda wilton,m,mdc t,1,714
manicaland,buhera rdc,13,jagada jacobs,m,zanu pf,1,1505
manicaland,buhera rdc,13,jagada mabiya,m,mdc t,1,898
manicaland,buhera rdc,14,magogo timothy kudzanai,m,zanu pf,1,1631
manicaland,buhera rdc,14,chemere sanangurai albert,m,mdc t,1,932
manicaland,buhera rdc,14,magutso micheal,m,independent,1,200
manicaland,buhera rdc,14,magutso davies,m,mdc,1,155
manicaland,buhera rdc,15,makichi dambson,m,zanu pf,1,1903
manicaland,buhera rdc,15,mafuta ezekail,m,mdc t,1,831
manicaland,buhera rdc,16,matsenhura thomas,m,zanu pf,1,1333
manicaland,buhera rdc,16,takure john mharadze,m,mdc t,1,823
manicaland,buhera rdc,17,wadzenenga titus,m,zanu pf,1,898
manicaland,buhera rdc,17,chikwava nyaradzai,f,mdc t,1,463
manicaland,buhera rdc,18,jiri wisdom tarisai,m,zanu pf,1,1053
manicaland,buhera rdc,18,mugombe paul,m,mdc t,1,768
manicaland,buhera rdc,19,musakaruka ngoni,m,zanu pf,1,1297
manicaland,buhera rdc,19,mashingaidze remember,m,mdc t,1,497
manicaland,buhera rdc,20,nangatidza felix,m,zanu pf,1,1288
manicaland,buhera rdc,20,musukutwa amon,m,mdc t,1,602
manicaland,buhera rdc,21,mukambirwa tavapa,m,zanu pf,1,986
manicaland,buhera rdc,21,jeketera douglas,m,mdc t,1,609
manicaland,buhera rdc,22,gotora gibson,m,zanu pf,1,2265
manicaland,buhera rdc,22,mboho zulu,m,mdc t,1,599
manicaland,buhera rdc,23,matiza marian,f,zanu pf,1,1264
manicaland,buhera rdc,23,zvavamwe tongesayi,m,mdc t,1,706
manicaland,buhera rdc,23,kandenga timothy,m,independent,1,341
manicaland,buhera rdc,24,chingwidze saimon karirai,m,zanu pf,1,1648
manicaland,buhera rdc,24,bondaira nendanga,m,mdc t,1,1099
manicaland,buhera rdc,25,mangezi john,m,zanu pf,1,1487
manicaland,buhera rdc,25,gwara douglas,m,mdc t,1,871
manicaland,buhera rdc,25,manjokota smart,m,independent,1,35
manicaland,buhera rdc,26,muchuwa kudakwashe,m,zanu pf,1,2352
manicaland,buhera rdc,26,maposa amuramu,m,mdc t,1,335
manicaland,buhera rdc,27,mukanwa charles,m,zanu pf,1,1988
manicaland,buhera rdc,27,makambanga nyaradzo,f,mdc t,1,604
manicaland,buhera rdc,28,mupinda tswakayi phelex,m,zanu pf,1,1596
manicaland,buhera rdc,28,chikuni beyonder,m,mdc t,1,1248
manicaland,buhera rdc,29,chirinda tafadzwa david,m,zanu pf,1,1810
manicaland,buhera rdc,29,marukutu pinias,m,mdc t,1,942
manicaland,buhera rdc,30,muchabaya caiphas,m,mdc t,1,648
manicaland,buhera rdc,30,murire john,m,zanu pf,1,457
manicaland,buhera rdc,31,tapera promise,m,zanu pf,1,852
manicaland,buhera rdc,31,zhanje elison kudzai,m,mdc t,1,779
manicaland,buhera rdc,32,nyikadzino sulpicious,m,zanu pf,1,1033
manicaland,buhera rdc,32,jeke emmanuel,m,mdc t,1,533
manicaland,buhera rdc,33,mabika edwin,m,mdc t,1,1235
manicaland,buhera rdc,33,muchini norman njobo,m,zanu pf,1,1090
manicaland,chimanimani rdc,1,chibhamu edward,m,zanu pf,1,1529
manicaland,chimanimani rdc,1,chemwanyisa moses,m,mdc t,1,213
manicaland,chimanimani rdc,2,muisa daniel,m,zanu pf,1,654
manicaland,chimanimani rdc,2,maraire tichaona,m,mdc t,1,465
manicaland,chimanimani rdc,3,mushoweshiri lovemore viyayi,m,zanu pf,1,999
manicaland,chimanimani rdc,3,tsandukwa douglas,m,mdc t,1,794
manicaland,chimanimani rdc,4,chikosha pauline tendai,f,zanu pf,1,1817
manicaland,chimanimani rdc,4,munjoma ambasi caroline,f,mdc t,1,1003
manicaland,chimanimani rdc,5,bvumbura rueben,m,zanu pf,1,1205
manicaland,chimanimani rdc,5,chibuwe tichaenzana,m,mdc t,1,884
manicaland,chimanimani rdc,6,mutsengiwa wonder,m,zanu pf,1,635
manicaland,chimanimani rdc,6,dzingai danniel,m,mdc t,1,333
manicaland,chimanimani rdc,7,mugebe elijah,m,zanu pf,1,1749
manicaland,chimanimani rdc,7,chitombo fungai,m,mdc t,1,269
manicaland,chimanimani rdc,8,dirikwe charles,m,mdc t,1,1106
manicaland,chimanimani rdc,8,zviuya joseph,m,zanu pf,1,626
manicaland,chimanimani rdc,9,mauka lazarus,m,zanu pf,1,364
manicaland,chimanimani rdc,9,kuretu kenneth,m,mdc t,1,153
manicaland,chimanimani rdc,10,njanji eddie,m,zanu pf,1,597
manicaland,chimanimani rdc,10,mushonga samuel,m,mdc t,1,121
manicaland,chimanimani rdc,11,moyana john,m,zanu pf,0,uncontested
manicaland,chimanimani rdc,12,chimene micah,f,zanu pf,1,878
manicaland,chimanimani rdc,12,timburwa noel,m,mdc t,1,407
manicaland,chimanimani rdc,13,chimbarara ronnie,f,zanu pf,1,1599
manicaland,chimanimani rdc,13,mlambo nelson,m,mdc t,1,461
manicaland,chimanimani rdc,14,ndiamba johani,m,zanu pf,1,828
manicaland,chimanimani rdc,14,mabuyengwe tsikirai,m,mdc t,1,322
manicaland,chimanimani rdc,15,munengu david martin s,m,mdc t,1,803
manicaland,chimanimani rdc,15,chirongera panganai,m,zanu pf,1,753
manicaland,chimanimani rdc,16,nyabanga tendai,f,zanu pf,1,1982
manicaland,chimanimani rdc,16,murambatsvina judy,f,mdc t,1,683
manicaland,chimanimani rdc,17,utseya lovemore,m,zanu pf,1,1097
manicaland,chimanimani rdc,17,chakandinakira noah,m,mdc t,1,693
manicaland,chimanimani rdc,18,tambandini simon beukirai,m,zanu pf,1,501
manicaland,chimanimani rdc,18,mukazhi tangai edward,m,mdc t,1,404
manicaland,chimanimani rdc,19,hlukuzo pedzayi,m,zanu pf,1,628
manicaland,chimanimani rdc,19,muhlanga stephen,m,mdc t,1,475
manicaland,chimanimani rdc,20,chimhete itai,m,mdc t,1,1290
manicaland,chimanimani rdc,20,muchangana kenniard,m,zanu pf,1,787
manicaland,chimanimani rdc,20,chivhumba femerepi,m,zapu,1,80
manicaland,chimanimani rdc,21,dhliwayo john,m,zanu pf,1,977
manicaland,chimanimani rdc,21,mutumbura davis,m,mdc t,1,600
manicaland,chimanimani rdc,22,matayi samuel,m,zanu pf,1,987
manicaland,chimanimani rdc,22,makuza lameck,m,mdc t,1,743
manicaland,chimanimani rdc,23,mbamba trust,m,zanu pf,1,750
manicaland,chimanimani rdc,23,dhumakwezu joel,m,mdc t,1,749
manicaland,chipinge rdc,1,muzimba magumise albert,m,zanu pf,1,1497
manicaland,chipinge rdc,1,ziwenjere isaac,m,mdc t,1,901
manicaland,chipinge rdc,2,mayanga agrippa,m,mdc t,1,868
manicaland,chipinge rdc,2,rangwana elijah,m,zanu pf,1,609
manicaland,chipinge rdc,2,chanaka zwei,m,mdc,1,124
manicaland,chipinge rdc,3,chiororo lucy,f,zanu pf,1,1324
manicaland,chipinge rdc,3,simango rhoda,f,mdc t,1,1291
manicaland,chipinge rdc,3,matute lovemore,m,mdc,1,91
manicaland,chipinge rdc,3,pangwai boaz,m,independent,1,48
manicaland,chipinge rdc,4,makuyana godfrey,m,zanu pf,1,1450
manicaland,chipinge rdc,4,mashapa maynard,m,mdc t,1,595
manicaland,chipinge rdc,4,manjazi gift,m,mdc,1,57
manicaland,chipinge rdc,5,machuwaire phibeon,m,zanu pf,1,977
manicaland,chipinge rdc,5,chinheya clintone,m,mdc t,1,401
manicaland,chipinge rdc,6,muzamano banganisayip.,m,zanu pf,1,2884
manicaland,chipinge rdc,6,singizi sopeya silas,m,mdc t,1,480
manicaland,chipinge rdc,6,sithole sabani,m,inde,1,43
manicaland,chipinge rdc,7,sigauke lordwins,m,zanu pf,1,1434
manicaland,chipinge rdc,7,marambidze joseph,m,mdc t,1,246
manicaland,chipinge rdc,8,muyayiso phillip,m,zanu pf,0,uncontested
manicaland,chipinge rdc,9,guzura nyaradzo,f,zanu pf,1,1008
manicaland,chipinge rdc,9,marikeni partson,m,mdc t,1,289
manicaland,chipinge rdc,10,sithole tennyson,m,zanu pf,1,994
manicaland,chipinge rdc,10,sithole jairos,m,mdc t,1,160
manicaland,chipinge rdc,10,pindeni clarah,f,independent,1,31
manicaland,chipinge rdc,11,mhemhedza phineas,m,zanu pf,1,674
manicaland,chipinge rdc,11,dube muchaneta,m,mdc t,1,121
manicaland,chipinge rdc,12,sambo dakarayi,m,zanu pf,1,1275
manicaland,chipinge rdc,12,mupahlo phineas,m,mdc t,1,298
manicaland,chipinge rdc,13,museri chipo,f,zanu pf,1,1899
manicaland,chipinge rdc,13,makuyana peter m,m,mdc t,1,374
manicaland,chipinge rdc,14,mapungwana daniel m,m,mdc t,1,715
manicaland,chipinge rdc,14,mbonya elias,m,zanu pf,1,455
manicaland,chipinge rdc,15,mhlanga mwaruta r,m,mdc t,1,1076
manicaland,chipinge rdc,15,madinga george c,m,zanu pf,1,695
manicaland,chipinge rdc,16,sithole rephias,m,mdc t,1,1720
manicaland,chipinge rdc,16,mudyano tichatonga jack,m,zanu pf,1,1250
manicaland,chipinge rdc,16,muswa lovemore,m,mdc,1,162
manicaland,chipinge rdc,17,hlatswayo fordwell,m,mdc t,1,1589
manicaland,chipinge rdc,17,sithole lazarus n,m,zanu pf,1,1499
manicaland,chipinge rdc,18,mlambo patience,m,mdc t,1,1067
manicaland,chipinge rdc,18,sithole samuel,m,zanu pf,1,935
manicaland,chipinge rdc,19,ngadziore tadious,m,mdc t,1,1098
manicaland,chipinge rdc,19,simango julius,m,zanu pf,1,914
manicaland,chipinge rdc,19,sithole luke,m,mdc t,1,229
manicaland,chipinge rdc,20,mugidho charles,m,mdc t,1,2034
manicaland,chipinge rdc,20,kurenzvi newman,m,zanu pf,1,1434
manicaland,chipinge rdc,20,jeza noel chris,m,mdc,1,231
manicaland,chipinge rdc,20,mtetwa hlekani,m,zanu ndonga,1,100
manicaland,chipinge rdc,21,muchinani lucus,m,zanu pf,1,1092
manicaland,chipinge rdc,21,mwaputsenyika marcus,m,mdc t,1,999
manicaland,chipinge rdc,21,simango archford palmer,m,mdc,1,125
manicaland,chipinge rdc,22,mfote masirande,m,mdc t,1,1123
manicaland,chipinge rdc,22,ngombe clever,m,zanu pf,1,1118
manicaland,chipinge rdc,22,makelen chengetai,m,mdc,1,140
manicaland,chipinge rdc,23,madhoyo herbert m,m,mdc t,1,701
manicaland,chipinge rdc,23,mlambo phelemon p,m,zanu pf,1,557
manicaland,chipinge rdc,23,simango clever,m,mdc,1,113
manicaland,chipinge rdc,23,zvekare evelyn,f,zanu ndonga,1,45
manicaland,chipinge rdc,24,hlekisana lydia,f,zanu pf,1,1880
manicaland,chipinge rdc,24,sithole zechias,m,mdc t,1,1276
manicaland,chipinge rdc,24,marambidze trymore,m,mdc,1,315
manicaland,chipinge rdc,24,mubandekwana samson shata,m,zanu ndonga,1,145
manicaland,chipinge rdc,25,gonera matthew,m,mdc t,1,1334
manicaland,chipinge rdc,25,mariya benson,m,zanu pf,1,719
manicaland,chipinge rdc,25,siyabiyi godfrey,m,mdc,1,141
manicaland,chipinge rdc,25,nkumbula moses,m,zanu ndonga,1,52
manicaland,chipinge rdc,26,busangabanye misheck,m,zanu pf,1,2270
manicaland,chipinge rdc,26,mapurisa kenneth,m,mdc t,1,1651
manicaland,chipinge rdc,26,mlambo hapson,m,mdc,1,205
manicaland,chipinge rdc,26,cego sister,f,zanu ndonga,1,96
manicaland,chipinge rdc,27,sithole wirelesi phineas,m,zanu pf,1,1140
manicaland,chipinge rdc,27,mucharweyi sylvia,f,mdc t,1,502
manicaland,chipinge rdc,28,masiya edmore,m,zanu pf,1,1682
manicaland,chipinge rdc,28,mukombe miriam,f,mdc t,1,1233
manicaland,chipinge rdc,29,njanjeni kwami isaac,m,zanu pf,1,1295
manicaland,chipinge rdc,29,masaiti hardwork,m,mdc t,1,994
manicaland,chipinge rdc,30,ndhlovu naison,m,mdc t,1,567
manicaland,chipinge rdc,30,chauki margaret,f,zanu pf,1,258
manicaland,chipinge town council,1,huni lovemore ziyengwa,m,zanu pf,1,290
manicaland,chipinge town council,1,nyakuchera zivanai,m,independent,1,253
manicaland,chipinge town council,1,katsvata cherechedzai,m,mdc t,1,175
manicaland,chipinge town council,1,muzulu john,m,mdc t,1,14
manicaland,chipinge town council,2,mudhombozi washington,m,zanu pf,1,423
manicaland,chipinge town council,2,sithole sarh marwa,f,mdc t,1,308
manicaland,chipinge town council,2,charamba monica,f,independent,1,73
manicaland,chipinge town council,2,sithole moddy,f,mdc,1,34
manicaland,chipinge town council,3,mlambo sarah,f,mdc t,1,399
manicaland,chipinge town council,3,moyo alson,m,zanu pf,1,375
manicaland,chipinge town council,3,mashonganyika tapiwa,m,mdc,1,32
manicaland,chipinge town council,3,chiura barbra,f,independent,1,8
manicaland,chipinge town council,4,gurai mathias marimandava,m,zanu pf,1,421
manicaland,chipinge town council,4,mtetwa anthony,m,mdc t,1,264
manicaland,chipinge town council,4,machingura chadamoyo,m,independent,1,170
manicaland,chipinge town council,4,muvungani silvanos,m,mdc,1,36
manicaland,chipinge town council,5,mhlanga enes,f,zanu pf,1,367
manicaland,chipinge town council,5,simango dennis,m,mdc t,1,175
manicaland,chipinge town council,5,mangwayana joseph,m,independent,1,106
manicaland,chipinge town council,6,makangara livingstone,m,zanu pf,1,498
manicaland,chipinge town council,6,mutimwiyi lovemore,m,mdc t,1,386
manicaland,chipinge town council,6,makoni jacob,m,mdc,1,45
manicaland,chipinge town council,7,chiraerae aron,m,zanu pf,1,839
manicaland,chipinge town council,7,mgido elijah,m,mdc t,1,443
manicaland,chipinge town council,8,rusemwa peter,m,zanu pf,1,624
manicaland,chipinge town council,8,rambu chrispen,m,mdc t,1,381
manicaland,chipinge town council,8,muganhiri evans,m,independent,1,81
manicaland,chipinge town council,8,chimhutu lovemore,m,mdc,1,34
manicaland,makoni rdc,1,chatsakarira leonard,m,zanu pf,1,885
manicaland,makoni rdc,1,machingura martin,m,mdc t,1,359
manicaland,makoni rdc,2,mupfumisi francis,m,zanu pf,1,1330
manicaland,makoni rdc,2,zvirikuzhe william nyika,m,mdc t,1,342
manicaland,makoni rdc,3,mponda john,m,zanu pf,1,1068
manicaland,makoni rdc,3,nyamukondiwa andrew,m,mdc t,1,870
manicaland,makoni rdc,4,nyabezi lazarus,f,zanu pf,1,100
manicaland,makoni rdc,4,moyo getrude,m,mdc t,1,77
manicaland,makoni rdc,4,nyarambi thomas,m,mdc n,1,28
manicaland,makoni rdc,5,muzembi tarcisios,m,mdc t,1,1537
manicaland,makoni rdc,5,chendambuya gilvous,m,zanu pf,1,1458
manicaland,makoni rdc,6,zvinzveku josphat,m,zanu pf,1,1942
manicaland,makoni rdc,6,mufema edmore,m,mdc t,1,431
manicaland,makoni rdc,7,dakura matthew,m,zanu pf,1,2116
manicaland,makoni rdc,7,charamba patson,m,mdc t,1,670
manicaland,makoni rdc,8,muzarabani kuchinei david,m,zanu pf,1,1795
manicaland,makoni rdc,8,kossam joseph,m,mdc t,1,782
manicaland,makoni rdc,9,matsekwa eliot,m,zanu pf,1,1840
manicaland,makoni rdc,9,shingirai antony,m,mdc t,1,665
manicaland,makoni rdc,10,maungwe sam,m,zanu pf,1,874
manicaland,makoni rdc,10,dziruni morris david,m,mdc t,1,598
manicaland,makoni rdc,11,makoni timothy,m,zanu pf,1,1175
manicaland,makoni rdc,11,sagandira paul,m,mdc t,1,333
manicaland,makoni rdc,12,gonzo obert,m,zanu pf,1,1459
manicaland,makoni rdc,12,magumira samson,m,mdc t,1,1189
manicaland,makoni rdc,13,tembani gilbert grey,m,zanu pf,1,238
manicaland,makoni rdc,13,furati wisdom,m,mdc t,1,173
manicaland,makoni rdc,13,hombarume mugove,m,mdc,1,8
manicaland,makoni rdc,14,muchero christopher,m,zanu pf,1,1141
manicaland,makoni rdc,14,kamutando samuel,m,mdc t,1,260
manicaland,makoni rdc,14,hombarume peter,m,mdc,1,58
manicaland,makoni rdc,14,mukungwa christine,f,independent,1,27
manicaland,makoni rdc,15,chigona cleopas,m,mdc t,1,1076
manicaland,makoni rdc,15,mangezi jane,f,zanu pf,1,994
manicaland,makoni rdc,15,punungwe fungai fradreck,m,mdc,1,73
manicaland,makoni rdc,15,madanhi norman shorai,m,mkd,1,31
manicaland,makoni rdc,16,chingwende timothy,m,zanu pf,1,2301
manicaland,makoni rdc,16,kapenzi muchabayiwa j,m,mdc t,1,1358
manicaland,makoni rdc,16,musarurwa garikayi,m,mdc,1,147
manicaland,makoni rdc,17,bakare samuel,m,zanu pf,1,2143
manicaland,makoni rdc,17,hamundikarinaboth,m,mdc t,1,221
manicaland,makoni rdc,18,njenda peter,m,zanu pf,1,136
manicaland,makoni rdc,18,pachao erick,m,mdc t,1,104
manicaland,makoni rdc,18,madondo shadreck,m,mkd,1,9
manicaland,makoni rdc,19,makoni muchawamba stephen,m,zanu pf,1,659
manicaland,makoni rdc,19,shabani makoni joseph,m,mdc t,1,532
manicaland,makoni rdc,19,karinda joylyne,f,mkd,1,56
manicaland,makoni rdc,20,mawanga permina janemary,f,zanu pf,1,984
manicaland,makoni rdc,20,tsingano luke,m,mdc t,1,731
manicaland,makoni rdc,21,chikunguru omega,m,zanu pf,1,591
manicaland,makoni rdc,21,radzokota whisper,m,mdc t,1,337
manicaland,makoni rdc,22,ngwende judith,f,mdc t,1,562
manicaland,makoni rdc,22,mupingo dennis,m,zanu pf,1,418
manicaland,makoni rdc,22,chitsuwi raphael,m,mdc,1,54
manicaland,makoni rdc,23,kawadza charles,m,mdc t,1,999
manicaland,makoni rdc,23,masunda alfred,m,zanu pf,1,870
manicaland,makoni rdc,24,nyambiya bezel,m,zanu pf,1,1229
manicaland,makoni rdc,24,mudadi takaendesa samson,m,mdc t,1,443
manicaland,makoni rdc,24,taderera lovemore,m,mdc,1,82
manicaland,makoni rdc,25,mlambo joseph,m,zanu pf,1,1258
manicaland,makoni rdc,25,gumunyu dennys,m,mdc t,1,779
manicaland,makoni rdc,25,kucherera gladys,m,independent,1,51
manicaland,makoni rdc,26,marowero vester,f,zanu pf,1,1168
manicaland,makoni rdc,26,matanhire elizabeth,f,mdc t,1,822
manicaland,makoni rdc,26,mhepo nyasha,m,mdc,1,104
manicaland,makoni rdc,27,mutizwa abel,m,zanu pf,1,990
manicaland,makoni rdc,27,makaure loveness,f,mdc t,1,816
manicaland,makoni rdc,27,chibayambuya sophia,f,independent,1,105
manicaland,makoni rdc,28,zumbika maxwell,m,zanu pf,1,696
manicaland,makoni rdc,28,chiguwari antony,m,mdc t,1,625
manicaland,makoni rdc,29,bakare mudzingwa,m,mdc t,1,566
manicaland,makoni rdc,29,chingirimo edward,m,zanu pf,1,427
manicaland,makoni rdc,30,mukoyi edward,m,zanu pf,1,1018
manicaland,makoni rdc,30,mavhezha happmore,m,mdc t,1,798
manicaland,makoni rdc,30,marowa caston,m,mdc,1,107
manicaland,makoni rdc,30,matinyarare stephen,m,independent,1,91
manicaland,makoni rdc,31,mushori raymond,m,zanu pf,1,1731
manicaland,makoni rdc,31,mandengu medion,m,mdc t,1,167
manicaland,makoni rdc,31,chipara claude,m,independent,1,75
manicaland,makoni rdc,31,gokondo christopher,m,independent,1,52
manicaland,makoni rdc,32,jena cephas,m,zanu pf,1,218
manicaland,makoni rdc,32,mvindi chamunorwa,m,mdc t,1,195
manicaland,makoni rdc,32,mununudzi chitsa,m,mdc,1,144
manicaland,makoni rdc,33,chiwanza lovemore,m,zanu pf,1,401
manicaland,makoni rdc,33,muvirimi mathias,m,mdc t,1,234
manicaland,makoni rdc,33,sanhanga chirango godfrey,m,independent,1,77
manicaland,makoni rdc,33,chihota gibson,m,mdc,1,34
manicaland,makoni rdc,34,masangura shailet,f,zanu pf,1,1496
manicaland,makoni rdc,34,murapa answer,m,mdc t,1,192
manicaland,makoni rdc,35,masaka maxwell,m,zanu pf,1,2130
manicaland,makoni rdc,35,matimati bonface,m,mdc t,1,638
manicaland,makoni rdc,36,mapuranga brian,m,mdc t,1,461
manicaland,makoni rdc,37,chiripamberi taurai,m,zanu pf,0,uncontested
manicaland,makoni rdc,38,mutasa david matambura,m,zanu pf,1,896
manicaland,makoni rdc,38,kampila mezah,m,mdc t,1,167
manicaland,makoni rdc,39,mashayanyika samuel,m,zanu pf,1,716
manicaland,makoni rdc,39,gandanga aaron,m,mdc t,1,491
manicaland,mutare municipality,1,nyamupanedengu thomas,m,mtc t,1,1601
manicaland,mutare municipality,1,chikonzo lloyd,m,zanu pf,1,788
manicaland,mutare municipality,2,mutari pamella florence,f,mdc t,1,1241
