local_authority,ward,candidate_srn
Muzarabani RDC,18,1379
Muzarabani RDC,19,1380
Muzarabani RDC,19,1381
Muzarabani RDC,20,1382
Muzarabani RDC,20,1383
Muzarabani RDC,21,1384
Muzarabani RDC,21,1385
Muzarabani RDC,22,1386
Muzarabani RDC,22,1387
Muzarabani RDC,23,1388
Muzarabani RDC,23,1389
Muzarabani RDC,24,1390
Muzarabani RDC,24,1391
Muzarabani RDC,25,1392
Muzarabani RDC,25,1393
Muzarabani RDC,26,1394
Muzarabani RDC,26,1395
Muzarabani RDC,27,1396
Muzarabani RDC,27,1397
Muzarabani RDC,28,1398
Muzarabani RDC,28,1399
Muzarabani RDC,29,1400
Muzarabani RDC,29,1401
Pfura RDC,1,1402
Pfura RDC,1,1403
Pfura RDC,2,1404
Pfura RDC,2,1405
Pfura RDC,3,1406
Pfura RDC,4,1407
Pfura RDC,4,1408
Pfura RDC,5,1409
Pfura RDC,5,1410
Pfura RDC,6,1411
Pfura RDC,6,1412
Pfura RDC,7,1413
Pfura RDC,7,1414
Pfura RDC,8,1415
Pfura RDC,8,1416
Pfura RDC,9,1417
Pfura RDC,9,1418
Pfura RDC,10,1419
Pfura RDC,10,1420
Pfura RDC,11,1421
Pfura RDC,11,1422
Pfura RDC,12,1423
Pfura RDC,13,1424
Pfura RDC,13,1425
Pfura RDC,14,1426
Pfura RDC,15,1427
Pfura RDC,15,1428
Pfura RDC,16,1429
Pfura RDC,16,1430
Pfura RDC,17,1431
Pfura RDC,17,1432
Pfura RDC,18,1433
Pfura RDC,18,1434
Pfura RDC,19,1435
Pfura RDC,19,1436
Pfura RDC,20,1437
Pfura RDC,21,1438
Pfura RDC,22,1439
Pfura RDC,22,1440
Pfura RDC,23,1441
Pfura RDC,23,1442
Pfura RDC,24,1443
Pfura RDC,24,1444
Pfura RDC,25,1445
Pfura RDC,25,1446
Pfura RDC,26,1447
Pfura RDC,26,1448
Pfura RDC,27,1449
Pfura RDC,27,1450
Pfura RDC,28,1451
Pfura RDC,28,1452
Pfura RDC,29,1453
Pfura RDC,29,1454
Pfura RDC,30,1455
Pfura RDC,30,1456
Pfura RDC,31,1457
Pfura RDC,31,1458
Pfura RDC,32,1459
Pfura RDC,33,1460
Pfura RDC,34,1461
Pfura RDC,35,1462
Pfura RDC,35,1463
Pfura RDC,36,1464
Pfura RDC,37,1465
Pfura RDC,37,1466
Pfura RDC,38,1467
Pfura RDC,38,1468
Pfura RDC,39,1469
Pfura RDC,39,1470
Pfura RDC,40,1471
Rushinga RDC,1,1472
Rushinga RDC,1,1473
Rushinga RDC,2,1474
Rushinga RDC,2,1475
Rushinga RDC,3,1476
Rushinga RDC,4,1477
Rushinga RDC,4,1478
Rushinga RDC,5,1479
Rushinga RDC,6,1480
Rushinga RDC,6,1481
Rushinga RDC,7,1482
Rushinga RDC,8,1483
Rushinga RDC,8,1484
Rushinga RDC,9,1485
Rushinga RDC,9,1486
Rushinga RDC,10,1487
Rushinga RDC,10,1488
Rushinga RDC,11,1489
Rushinga RDC,11,1490
Rushinga RDC,12,1491
Rushinga RDC,12,1492
Rushinga RDC,13,1493
Rushinga RDC,13,1494
Rushinga RDC,14,1495
Rushinga RDC,14,1496
Rushinga RDC,15,1497
Rushinga RDC,15,1498
Rushinga RDC,16,1499
Rushinga RDC,16,1500
Rushinga RDC,17,1501
Rushinga RDC,17,1502
Rushinga RDC,18,1503
Rushinga RDC,18,1504
Rushinga RDC,19,1505
Rushinga RDC,20,1506
Rushinga RDC,21,1507
Rushinga RDC,21,1508
Rushinga RDC,22,1509
Rushinga RDC,23,1510
Rushinga RDC,24,1511
Rushinga RDC,24,1512
Rushinga RDC,25,1513
Rushinga RDC,25,1514
Chikomba RDC,1,1515
Chikomba RDC,1,1516
Chikomba RDC,2,1517
Chikomba RDC,2,1518
Chikomba RDC,3,1519
Chikomba RDC,3,1520
Chikomba RDC,3,1521
Chikomba RDC,4,1522
Chikomba RDC,4,1523
Chikomba RDC,5,1524
Chikomba RDC,5,1525
Chikomba RDC,6,1526
Chikomba RDC,6,1527
Chikomba RDC,6,1528
Chikomba RDC,7,1529
Chikomba RDC,7,1530
Chikomba RDC,8,1531
Chikomba RDC,8,1532
Chikomba RDC,9,1533
Chikomba RDC,9,1534
Chikomba RDC,9,1535
Chikomba RDC,10,1536
Chikomba RDC,10,1537
Chikomba RDC,10,1538
Chikomba RDC,11,1539
Chikomba RDC,11,1540
Chikomba RDC,12,1541
Chikomba RDC,12,1542
Chikomba RDC,12,1543
Chikomba RDC,12,1544
Chikomba RDC,13,1545
Chikomba RDC,13,1546
Chikomba RDC,13,1547
Chikomba RDC,14,1548
Chikomba RDC,14,1549
Chikomba RDC,14,1550
Chikomba RDC,15,1551
Chikomba RDC,15,1552
Chikomba RDC,15,1553
Chikomba RDC,16,1554
Chikomba RDC,16,1555
Chikomba RDC,16,1556
Chikomba RDC,17,1557
Chikomba RDC,17,1558
Chikomba RDC,17,1559
Chikomba RDC,18,1560
Chikomba RDC,18,1561
Chikomba RDC,18,1562
Chikomba RDC,19,1563
Chikomba RDC,19,1564
Chikomba RDC,19,1565
Chikomba RDC,20,1566
Chikomba RDC,20,1567
Chikomba RDC,20,1568
Chikomba RDC,21,1569
Chikomba RDC,21,1570
Chikomba RDC,21,1571
Chikomba RDC,22,1572
Chikomba RDC,22,1573
Chikomba RDC,22,1574
Chikomba RDC,23,1575
Chikomba RDC,23,1576
Chikomba RDC,23,1577
Chikomba RDC,24,1578
Chikomba RDC,24,1579
Chikomba RDC,24,1580
Chikomba RDC,25,1581
Chikomba RDC,25,1582
Chikomba RDC,25,1583
Chikomba RDC,26,1584
Chikomba RDC,26,1585
Chikomba RDC,26,1586
Chikomba RDC,27,1587
Chikomba RDC,27,1588
Chikomba RDC,27,1589
Chikomba RDC,28,1590
Chikomba RDC,28,1591
Chikomba RDC,29,1592
Chikomba RDC,29,1593
Chikomba RDC,29,1594
Chikomba RDC,30,1595
Chikomba RDC,30,1596
Goromonzi RDC,1,1597
Goromonzi RDC,1,1598
Goromonzi RDC,2,1599
Goromonzi RDC,2,1600
Goromonzi RDC,2,1601
Goromonzi RDC,3,1602
Goromonzi RDC,3,1603
Goromonzi RDC,4,1604
Goromonzi RDC,4,1605
Goromonzi RDC,4,1606
Goromonzi RDC,5,1607
Goromonzi RDC,5,1608
Goromonzi RDC,6,1609
Goromonzi RDC,6,1610
Goromonzi RDC,7,1611
Goromonzi RDC,7,1612
Goromonzi RDC,8,1613
Goromonzi RDC,8,1614
Goromonzi RDC,9,1615
Goromonzi RDC,9,1616
Goromonzi RDC,10,1617
Goromonzi RDC,10,1618
Goromonzi RDC,11,1619
Goromonzi RDC,11,1620
Goromonzi RDC,12,1621
Goromonzi RDC,12,1622
Goromonzi RDC,13,1623
Goromonzi RDC,14,1624
Goromonzi RDC,14,1625
Goromonzi RDC,15,1626
Goromonzi RDC,15,1627
Goromonzi RDC,16,1628
Goromonzi RDC,16,1629
Goromonzi RDC,16,1630
Goromonzi RDC,17,1631
Goromonzi RDC,18,1632
Goromonzi RDC,18,1633
Goromonzi RDC,18,1634
Goromonzi RDC,19,1635
Goromonzi RDC,19,1636
Goromonzi RDC,20,1637
Goromonzi RDC,20,1638
Goromonzi RDC,21,1639
Goromonzi RDC,21,1640
Goromonzi RDC,22,1641
Goromonzi RDC,22,1642
Goromonzi RDC,22,1643
Goromonzi RDC,23,1644
Goromonzi RDC,23,1645
Goromonzi RDC,24,1646
Goromonzi RDC,24,1647
Goromonzi RDC,25,1648
Goromonzi RDC,25,1649
Manyame RDC,1,1650
Manyame RDC,1,1651
Manyame RDC,2,1652
Manyame RDC,2,1653
Manyame RDC,3,1654
Manyame RDC,3,1655
Manyame RDC,4,1656
Manyame RDC,4,1657
Manyame RDC,5,1658
Manyame RDC,5,1659
Manyame RDC,6,1660
Manyame RDC,6,1661
Manyame RDC,6,1662
Manyame RDC,7,1663
Manyame RDC,7,1664
Manyame RDC,7,1665
Manyame RDC,8,1666
Manyame RDC,8,1667
Manyame RDC,8,1668
Manyame RDC,8,1669
Manyame RDC,9,1670
Manyame RDC,9,1671
Manyame RDC,10,1672
Manyame RDC,11,1673
Manyame RDC,11,1674
Manyame RDC,12,1675
Manyame RDC,13,1676
Manyame RDC,13,1677
Manyame RDC,14,1678
Manyame RDC,14,1679
Manyame RDC,15,1680
Manyame RDC,15,1681
Manyame RDC,15,1682
Manyame RDC,15,1683
Manyame RDC,16,1684
Manyame RDC,16,1685
Manyame RDC,17,1686
Manyame RDC,17,1687
Manyame RDC,18,1688
Manyame RDC,18,1689
Manyame RDC,19,1690
Manyame RDC,19,1691
Manyame RDC,20,1692
Manyame RDC,21,1693
Manyame RDC,21,1694
Marondera Municipality,1,1695
Marondera Municipality,1,1696
Marondera Municipality,1,1697
Marondera Municipality,1,1698
Marondera Municipality,2,1699
Marondera Municipality,2,1700
Marondera Municipality,2,1701
Marondera Municipality,2,1702
Marondera Municipality,3,1703
Marondera Municipality,3,1704
Marondera Municipality,3,1705
Marondera Municipality,4,1706
Marondera Municipality,4,1707
Marondera Municipality,4,1708
Marondera Municipality,5,1709
Marondera Municipality,5,1710
Marondera Municipality,5,1711
Marondera Municipality,6,1712
Marondera Municipality,6,1713
Marondera Municipality,6,1714
Marondera Municipality,7,1715
Marondera Municipality,7,1716
Marondera Municipality,7,1717
Marondera Municipality,8,1718
Marondera Municipality,8,1719
Marondera Municipality,8,1720
Marondera Municipality,8,1721
Marondera Municipality,9,1722
Marondera Municipality,9,1723
Marondera Municipality,10,1724
Marondera Municipality,10,1725
Marondera Municipality,10,1726
Marondera Municipality,11,1727
Marondera Municipality,11,1728
Marondera Municipality,12,1729
Marondera Municipality,12,1730
Marondera Municipality,12,1731
Marondera RDC,1,1732
Marondera RDC,1,1733
Marondera RDC,2,1734
Marondera RDC,2,1735
Marondera RDC,3,1736
Marondera RDC,3,1737
Marondera RDC,4,1738
Marondera RDC,4,1739
Marondera RDC,5,1740
Marondera RDC,5,1741
Marondera RDC,6,1742
Marondera RDC,6,1743
Marondera RDC,7,1744
Marondera RDC,7,1745
Marondera RDC,8,1746
Marondera RDC,9,1747
Marondera RDC,10,1748
Marondera RDC,10,1749
Marondera RDC,11,1750
Marondera RDC,11,1751
Marondera RDC,12,1752
Marondera RDC,12,1753
Marondera RDC,13,1754
Marondera RDC,13,1755
Marondera RDC,14,1756
Marondera RDC,14,1757
Marondera RDC,15,1758
Marondera RDC,15,1759
Marondera RDC,16,1760
Marondera RDC,16,1761
Marondera RDC,17,1762
Marondera RDC,17,1763
Marondera RDC,18,1764
Marondera RDC,18,1765
Marondera RDC,19,1766
Marondera RDC,19,1767
Marondera RDC,20,1768
Marondera RDC,20,1769
Marondera RDC,21,1770
Marondera RDC,21,1771
Marondera RDC,22,1772
Marondera RDC,22,1773
Marondera RDC,23,1774
Marondera RDC,23,1775
Marondera RDC,23,1776
Mudzi RDC,1,1777
Mudzi RDC,1,1778
Mudzi RDC,1,1779
Mudzi RDC,2,1780
Mudzi RDC,2,1781
Mudzi RDC,3,1782
Mudzi RDC,3,1783
Mudzi RDC,4,1784
Mudzi RDC,4,1785
Mudzi RDC,5,1786
Mudzi RDC,5,1787
Mudzi RDC,6,1788
Mudzi RDC,6,1789
Mudzi RDC,7,1790
Mudzi RDC,7,1791
Mudzi RDC,8,1792
Mudzi RDC,8,1793
Mudzi RDC,9,1794
Mudzi RDC,9,1795
Mudzi RDC,10,1796
Mudzi RDC,10,1797
Mudzi RDC,11,1798
Mudzi RDC,11,1799
Mudzi RDC,12,1800
Mudzi RDC,12,1801
Mudzi RDC,13,1802
Mudzi RDC,13,1803
Mudzi RDC,14,1804
Mudzi RDC,14,1805
Mudzi RDC,15,1806
Mudzi RDC,15,1807
Mudzi RDC,16,1808
Mudzi RDC,16,1809
Mudzi RDC,17,1810
Mudzi RDC,17,1811
Mudzi RDC,18,1812
Mudzi RDC,18,1813
Murewa RDC,1,1814
Murewa RDC,1,1815
Murewa RDC,2,1816
Murewa RDC,2,1817
Murewa RDC,3,1818
Murewa RDC,3,1819
Murewa RDC,4,1820
Murewa RDC,4,1821
Murewa RDC,5,1822
Murewa RDC,5,1823
Murewa RDC,6,1824
Murewa RDC,6,1825
Murewa RDC,7,1826
Murewa RDC,7,1827
Murewa RDC,8,1828
Murewa RDC,8,1829
Murewa RDC,8,1830
Murewa RDC,9,1831
Murewa RDC,9,1832
Murewa RDC,10,1833
Murewa RDC,10,1834
Murewa RDC,11,1835
Murewa RDC,11,1836
Murewa RDC,11,1837
Murewa RDC,12,1838
Murewa RDC,12,1839
Murewa RDC,12,1840
Murewa RDC,13,1841
Murewa RDC,13,1842
Murewa RDC,14,1843
Murewa RDC,14,1844
Murewa RDC,15,1845
Murewa RDC,15,1846
Murewa RDC,15,1847
Murewa RDC,16,1848
Murewa RDC,16,1849
Murewa RDC,17,1850
Murewa RDC,17,1851
Murewa RDC,17,1852
Murewa RDC,18,1853
Murewa RDC,18,1854
Murewa RDC,19,1855
Murewa RDC,19,1856
Murewa RDC,19,1857
Murewa RDC,20,1858
Murewa RDC,20,1859
Murewa RDC,21,1860
Murewa RDC,21,1861
Murewa RDC,21,1862
Murewa RDC,22,1863
Murewa RDC,22,1864
Murewa RDC,23,1865
Murewa RDC,23,1866
Murewa RDC,23,1867
Murewa RDC,24,1868
Murewa RDC,24,1869
Murewa RDC,25,1870
Murewa RDC,25,1871
Murewa RDC,25,1872
Murewa RDC,26,1873
Murewa RDC,26,1874
Murewa RDC,26,1875
Murewa RDC,27,1876
Murewa RDC,27,1877
Murewa RDC,27,1878
Murewa RDC,28,1879
Murewa RDC,28,1880
Murewa RDC,29,1881
Murewa RDC,29,1882
Murewa RDC,30,1883
Murewa RDC,30,1884
Murewa RDC,30,1885
Mutoko RDC,1,1886
Mutoko RDC,1,1887
Mutoko RDC,2,1888
Mutoko RDC,2,1889
Mutoko RDC,3,1890
Mutoko RDC,3,1891
Mutoko RDC,4,1892
Mutoko RDC,4,1893
Mutoko RDC,5,1894
Mutoko RDC,5,1895
Mutoko RDC,6,1896
Mutoko RDC,6,1897
Mutoko RDC,7,1898
Mutoko RDC,7,1899
Mutoko RDC,8,1900
Mutoko RDC,8,1901
Mutoko RDC,9,1902
Mutoko RDC,9,1903
Mutoko RDC,10,1904
Mutoko RDC,10,1905
Mutoko RDC,11,1906
Mutoko RDC,11,1907
Mutoko RDC,11,1908
Mutoko RDC,12,1909
Mutoko RDC,12,1910
Mutoko RDC,13,1911
Mutoko RDC,13,1912
Mutoko RDC,13,1913
Mutoko RDC,14,1914
Mutoko RDC,14,1915
Mutoko RDC,15,1916
Mutoko RDC,15,1917
Mutoko RDC,16,1918
Mutoko RDC,16,1919
Mutoko RDC,16,1920
Mutoko RDC,17,1921
Mutoko RDC,17,1922
Mutoko RDC,18,1923
Mutoko RDC,18,1924
Mutoko RDC,19,1925
Mutoko RDC,19,1926
Mutoko RDC,20,1927
Mutoko RDC,20,1928
Mutoko RDC,21,1929
Mutoko RDC,21,1930
Mutoko RDC,22,1931
Mutoko RDC,22,1932
Mutoko RDC,23,1933
Mutoko RDC,23,1934
Mutoko RDC,24,1935
Mutoko RDC,24,1936
Mutoko RDC,25,1937
Mutoko RDC,25,1938
Mutoko RDC,26,1939
Mutoko RDC,26,1940
Mutoko RDC,27,1941
Mutoko RDC,27,1942
Mutoko RDC,28,1943
Mutoko RDC,28,1944
Mutoko RDC,29,1945
Mutoko RDC,29,1946
Ruwa Local Board,1,1947
Ruwa Local Board,1,1948
Ruwa Local Board,2,1949
Ruwa Local Board,2,1950
Ruwa Local Board,2,1951
Ruwa Local Board,3,1952
Ruwa Local Board,3,1953
Ruwa Local Board,4,1954
Ruwa Local Board,4,1955
Ruwa Local Board,4,1956
Ruwa Local Board,4,1957
Ruwa Local Board,5,1958
Ruwa Local Board,5,1959
Ruwa Local Board,6,1960
Ruwa Local Board,6,1961
Ruwa Local Board,7,1962
Ruwa Local Board,7,1963
Ruwa Local Board,7,1964
Ruwa Local Board,7,1965
Ruwa Local Board,8,1966
Ruwa Local Board,8,1967
Ruwa Local Board,8,1968
Ruwa Local Board,9,1969
Ruwa Local Board,9,1970
Wedza RDC,1,1971
Wedza RDC,2,1972
Wedza RDC,2,1973
Wedza RDC,3,1974
Wedza RDC,3,1975
Wedza RDC,4,1976
Wedza RDC,4,1977
Wedza RDC,5,1978
Wedza RDC,5,1979
Wedza RDC,6,1980
Wedza RDC,6,1981
Wedza RDC,7,1982
Wedza RDC,7,1983
Wedza RDC,7,1984
Wedza RDC,8,1985
Wedza RDC,8,1986
Wedza RDC,9,1987
Wedza RDC,9,1988
Wedza RDC,9,1989
Wedza RDC,10,1990
Wedza RDC,10,1991
Wedza RDC,11,1992
Wedza RDC,11,1993
Wedza RDC,12,1994
Wedza RDC,12,1995
Wedza RDC,13,1996
Wedza RDC,13,1997
Wedza RDC,14,1998
Wedza RDC,14,1999
Wedza RDC,15,2000
Wedza RDC,15,2001
Zvataida Rdc,1,2002
Zvataida Rdc,1,2003
Zvataida Rdc,2,2004
Zvataida Rdc,2,2005
Zvataida Rdc,3,2006
Zvataida Rdc,3,2007
Zvataida Rdc,4,2008
Zvataida Rdc,5,2009
Zvataida Rdc,5,2010
Zvataida Rdc,6,2011
Zvataida Rdc,6,2012
Zvataida Rdc,7,2013
Zvataida Rdc,7,2014
Zvataida Rdc,8,2015
Zvataida Rdc,8,2016
Zvataida Rdc,9,2017
Zvataida Rdc,9,2018
Zvataida Rdc,10,2019
Zvataida Rdc,10,2020
Zvataida Rdc,11,2021
Zvataida Rdc,11,2022
Zvataida Rdc,12,2023
Zvataida Rdc,12,2024
Zvataida Rdc,12,2025
Zvataida Rdc,13,2026
Zvataida Rdc,13,2027
Zvataida Rdc,13,2028
Zvataida Rdc,14,2029
Zvataida Rdc,14,2030
Zvataida Rdc,15,2031
Zvataida Rdc,15,2032
Zvataida Rdc,16,2033
Zvataida Rdc,17,2034
Zvataida Rdc,17,2035
Chegutu Municipality,1,2036
Chegutu Municipality,1,2037
Chegutu Municipality,1,2038
Chegutu Municipality,2,2039
Chegutu Municipality,2,2040
Chegutu Municipality,3,2041
Chegutu Municipality,3,2042
Chegutu Municipality,3,2043
Chegutu Municipality,3,2044
Chegutu Municipality,4,2045
Chegutu Municipality,4,2046
Chegutu Municipality,5,2047
Chegutu Municipality,5,2048
Chegutu Municipality,5,2049
Chegutu Municipality,6,2050
Chegutu Municipality,6,2051
Chegutu Municipality,6,2052
Chegutu Municipality,7,2053
Chegutu Municipality,7,2054
Chegutu Municipality,7,2055
Chegutu Municipality,8,2056
Chegutu Municipality,8,2057
Chegutu Municipality,9,2058
Chegutu Municipality,9,2059
Chegutu Municipality,9,2060
Chegutu Municipality,10,2061
Chegutu Municipality,10,2062
Chegutu Municipality,11,2063
Chegutu Municipality,11,2064
Chegutu Municipality,11,2065
Chegutu Municipality,11,2066
Chegutu Municipality,12,2067
Chegutu Municipality,12,2068
Chegutu RDC,1,2069
Chegutu RDC,1,2070
Chegutu RDC,2,2071
Chegutu RDC,2,2072
Chegutu RDC,2,2073
Chegutu RDC,3,2074
Chegutu RDC,3,2075
Chegutu RDC,4,2076
Chegutu RDC,4,2077
Chegutu RDC,5,2078
Chegutu RDC,5,2079
Chegutu RDC,6,2080
Chegutu RDC,6,2081
Chegutu RDC,6,2082
Chegutu RDC,7,2083
Chegutu RDC,7,2084
Chegutu RDC,8,2085
Chegutu RDC,8,2086
Chegutu RDC,9,2087
Chegutu RDC,9,2088
Chegutu RDC,10,2089
Chegutu RDC,10,2090
Chegutu RDC,11,2091
Chegutu RDC,11,2092
Chegutu RDC,12,2093
Chegutu RDC,12,2094
Chegutu Rdc,13,2095
Chegutu Rdc,14,2096
Chegutu Rdc,15,2097
Chegutu RDC,16,2098
Chegutu RDC,16,2099
Chegutu RDC,17,2100
Chegutu RDC,17,2101
Chegutu RDC,18,2102
Chegutu RDC,18,2103
Chegutu RDC,19,2104
Chegutu RDC,19,2105
Chegutu RDC,20,2106
Chegutu RDC,20,2107
Chegutu RDC,21,2108
Chegutu RDC,21,2109
Chegutu RDC,22,2110
Chegutu RDC,22,2111
Chegutu RDC,23,2112
Chegutu RDC,23,2113
Chegutu RDC,24,2114
Chegutu RDC,24,2115
Chegutu RDC,25,2116
Chegutu RDC,25,2117
Chegutu RDC,26,2118
Chegutu RDC,26,2119
Chegutu RDC,27,2120
Chegutu RDC,27,2121
Chegutu RDC,28,2122
Chegutu RDC,28,2123
Chegutu RDC,29,2124
Chegutu RDC,29,2125
Chegutu RDC,29,2126
Chinhoyi Municipality,1,2127
Chinhoyi Municipality,1,2128
Chinhoyi Municipality,1,2129
Chinhoyi Municipality,1,2130
Chinhoyi Municipality,2,2131
Chinhoyi Municipality,2,2132
Chinhoyi Municipality,2,2133
Chinhoyi Municipality,3,2134
Chinhoyi Municipality,3,2135
Chinhoyi Municipality,3,2136
Chinhoyi Municipality,4,2137
Chinhoyi Municipality,4,2138
Chinhoyi Municipality,4,2139
Chinhoyi Municipality,5,2140
Chinhoyi Municipality,5,2141
Chinhoyi Municipality,5,2142
Chinhoyi Municipality,6,2143
Chinhoyi Municipality,6,2144
Chinhoyi Municipality,6,2145
Chinhoyi Municipality,7,2146
Chinhoyi Municipality,7,2147
Chinhoyi Municipality,7,2148
Chinhoyi Municipality,8,2149
Chinhoyi Municipality,8,2150
Chinhoyi Municipality,8,2151
Chinhoyi Municipality,8,2152
Chinhoyi Municipality,9,2153
Chinhoyi Municipality,9,2154
Chinhoyi Municipality,9,2155
Chinhoyi Municipality,10,2156
Chinhoyi Municipality,10,2157
Chinhoyi Municipality,10,2158
Chinhoyi Municipality,11,2159
Chinhoyi Municipality,11,2160
Chinhoyi Municipality,12,2161
Chinhoyi Municipality,12,2162
Chinhoyi Municipality,12,2163
Chinhoyi Municipality,13,2164
Chinhoyi Municipality,13,2165
Chinhoyi Municipality,13,2166
Chinhoyi Municipality,14,2167
Chinhoyi Municipality,14,2168
Chinhoyi Municipality,14,2169
Chinhoyi Municipality,14,2170
Chinhoyi Municipality,15,2171
Chinhoyi Municipality,15,2172
Hurungwe Rdc,1,2173
Hurungwe Rdc,1,2174
Hurungwe Rdc,2,2175
Hurungwe Rdc,3,2176
Hurungwe Rdc,4,2177
Hurungwe Rdc,4,2178
Hurungwe Rdc,5,2179
Hurungwe Rdc,5,2180
Hurungwe Rdc,6,2181
Hurungwe Rdc,6,2182
Hurungwe Rdc,6,2183
Hurungwe Rdc,7,2184
Hurungwe Rdc,7,2185
Hurungwe Rdc,8,2186
Hurungwe Rdc,8,2187
Hurungwe Rdc,9,2188
Hurungwe Rdc,9,2189
Hurungwe Rdc,10,2190
Hurungwe Rdc,10,2191
Hurungwe Rdc,10,2192
Hurungwe Rdc,11,2193
Hurungwe Rdc,11,2194
Hurungwe Rdc,11,2195
Hurungwe Rdc,11,2196
Hurungwe Rdc,12,2197
Hurungwe Rdc,12,2198
Hurungwe Rdc,12,2199
Hurungwe Rdc,13,2200
Hurungwe Rdc,13,2201
Hurungwe Rdc,14,2202
Hurungwe Rdc,14,2203
Hurungwe Rdc,15,2204
Hurungwe Rdc,15,2205
Hurungwe Rdc,16,2206
Hurungwe Rdc,16,2207
Hurungwe Rdc,17,2208
Hurungwe Rdc,17,2209
Hurungwe Rdc,17,2210
Hurungwe Rdc,18,2211
Hurungwe Rdc,18,2212
Hurungwe Rdc,19,2213
Hurungwe Rdc,20,2214
Hurungwe Rdc,20,2215
Hurungwe Rdc,21,2216
Hurungwe Rdc,21,2217
Hurungwe Rdc,22,2218
Hurungwe Rdc,22,2219
Hurungwe Rdc,23,2220
Hurungwe Rdc,23,2221
Hurungwe Rdc,24,2222
Hurungwe Rdc,24,2223
Hurungwe Rdc,25,2224
Hurungwe Rdc,25,2225
Hurungwe Rdc,26,2226
Hurungwe Rdc,26,2227
Kadoma Municipality,1,2228
Kadoma Municipality,1,2229
Kadoma Municipality,2,2230
Kadoma Municipality,2,2231
Kadoma Municipality,3,2232
Kadoma Municipality,3,2233
Kadoma Municipality,3,2234
Kadoma Municipality,4,2235
Kadoma Municipality,4,2236
Kadoma Municipality,5,2237
Kadoma Municipality,5,2238
Kadoma Municipality,6,2239
Kadoma Municipality,6,2240
Kadoma Municipality,7,2241
Kadoma Municipality,7,2242
Kadoma Municipality,8,2243
Kadoma Municipality,8,2244
Kadoma Municipality,9,2245
Kadoma Municipality,9,2246
Kadoma Municipality,10,2247
Kadoma Municipality,10,2248
Kadoma Municipality,10,2249
Kadoma Municipality,11,2250
Kadoma Municipality,11,2251
Kadoma Municipality,12,2252
Kadoma Municipality,12,2253
Kadoma Municipality,13,2254
Kadoma Municipality,13,2255
Kadoma Municipality,14,2256
Kadoma Municipality,14,2257
Kadoma Municipality,15,2258
Kadoma Municipality,15,2259
Kadoma Municipality,16,2260
Kadoma Municipality,16,2261
Kadoma Municipality,17,2262
Kadoma Municipality,17,2263
Kariba Municipality,1,2264
Kariba Municipality,1,2265
Kariba Municipality,2,2266
Kariba Municipality,2,2267
Kariba Municipality,3,2268
Kariba Municipality,3,2269
Kariba Municipality,3,2270
Kariba Municipality,4,2271
Kariba Municipality,4,2272
Kariba Municipality,5,2273
Kariba Municipality,5,2274
Kariba Municipality,6,2275
Kariba Municipality,6,2276
Kariba Municipality,7,2277
Kariba Municipality,7,2278
Kariba Municipality,8,2279
Kariba Municipality,8,2280
Kariba Municipality,9,2281
Kariba Municipality,9,2282
Karoi Town Council,1,2283
Karoi Town Council,1,2284
Karoi Town Council,2,2285
Karoi Town Council,2,2286
Karoi Town Council,3,2287
Karoi Town Council,3,2288
Karoi Town Council,4,2289
Karoi Town Council,4,2290
Karoi Town Council,5,2291
Karoi Town Council,5,2292
Karoi Town Council,6,2293
Karoi Town Council,6,2294
Karoi Town Council,7,2295
Karoi Town Council,7,2296
Karoi Town Council,8,2297
Karoi Town Council,8,2298
Karoi Town Council,9,2299
Karoi Town Council,9,2300
Karoi Town Council,9,2301
Karoi Town Council,10,2302
Karoi Town Council,10,2303
Makonde Rdc,1,2304
Makonde Rdc,1,2305
Makonde Rdc,2,2306
Makonde Rdc,3,2307
Makonde Rdc,3,2308
Makonde Rdc,4,2309
Makonde Rdc,5,2310
Makonde Rdc,5,2311
Makonde Rdc,6,2312
Makonde Rdc,7,2313
Makonde Rdc,7,2314
Makonde Rdc,7,2315
Makonde Rdc,8,2316
Makonde Rdc,9,2317
Makonde Rdc,9,2318
Makonde Rdc,10,2319
Makonde Rdc,10,2320
Makonde Rdc,10,2321
Makonde Rdc,11,2322
Makonde Rdc,11,2323
Makonde Rdc,11,2324
Makonde Rdc,12,2325
Makonde Rdc,12,2326
Makonde Rdc,13,2327
Makonde Rdc,13,2328
Makonde Rdc,14,2329
Makonde Rdc,14,2330
Makonde Rdc,15,2331
Makonde Rdc,15,2332
Makonde Rdc,16,2333
Makonde Rdc,16,2334
Makonde Rdc,17,2335
Makonde Rdc,17,2336
Makonde Rdc,18,2337
Makonde Rdc,18,2338
Makonde Rdc,19,2339
Mhondoro Ngezi Rdc,1,2340
Mhondoro Ngezi Rdc,1,2341
Mhondoro Ngezi Rdc,2,2342
Mhondoro Ngezi Rdc,2,2343
Mhondoro Ngezi Rdc,3,2344
Mhondoro Ngezi Rdc,3,2345
Mhondoro Ngezi Rdc,4,2346
Mhondoro Ngezi Rdc,4,2347
Mhondoro Ngezi Rdc,5,2348
Mhondoro Ngezi Rdc,5,2349
Mhondoro Ngezi Rdc,6,2350
Mhondoro Ngezi Rdc,6,2351
Mhondoro Ngezi Rdc,7,2352
Mhondoro Ngezi Rdc,7,2353
Mhondoro Ngezi Rdc,8,2354
Mhondoro Ngezi Rdc,8,2355
