local_authority,ward,candidate_srn
Mhondoro Ngezi Rdc,9,2356
Mhondoro Ngezi Rdc,9,2357
Mhondoro Ngezi Rdc,10,2358
Mhondoro Ngezi Rdc,10,2359
Mhondoro Ngezi Rdc,11,2360
Mhondoro Ngezi Rdc,11,2361
Mhondoro Ngezi Rdc,12,2362
Mhondoro Ngezi Rdc,12,2363
Mhondoro Ngezi Rdc,13,2364
Mhondoro Ngezi Rdc,13,2365
Mhondoro Ngezi Rdc,14,2366
Mhondoro Ngezi Rdc,14,2367
Mhondoro Ngezi Rdc,15,2368
Mhondoro Ngezi Rdc,15,2369
Mhondoro Ngezi Rdc,16,2370
Mhondoro Ngezi Rdc,16,2371
Norton Town Council,1,2372
Norton Town Council,1,2373
Norton Town Council,1,2374
Norton Town Council,1,2375
Norton Town Council,2,2376
Norton Town Council,2,2377
Norton Town Council,3,2378
Norton Town Council,3,2379
Norton Town Council,4,2380
Norton Town Council,4,2381
Norton Town Council,5,2382
Norton Town Council,5,2383
Norton Town Council,5,2384
Norton Town Council,6,2385
Norton Town Council,6,2386
Norton Town Council,7,2387
Norton Town Council,7,2388
Norton Town Council,7,2389
Norton Town Council,8,2390
Norton Town Council,8,2391
Norton Town Council,9,2392
Norton Town Council,9,2393
Norton Town Council,9,2394
Norton Town Council,10,2395
Norton Town Council,10,2396
Norton Town Council,11,2397
Norton Town Council,11,2398
Norton Town Council,12,2399
Norton Town Council,12,2400
Norton Town Council,12,2401
Norton Town Council,12,2402
Norton Town Council,13,2403
Norton Town Council,13,2404
Nyami Nyami Rdc,1,2405
Nyami Nyami Rdc,1,2406
Nyami Nyami Rdc,2,2407
Nyami Nyami Rdc,2,2408
Nyami Nyami Rdc,3,2409
Nyami Nyami Rdc,3,2410
Nyami Nyami Rdc,3,2411
Nyami Nyami Rdc,4,2412
Nyami Nyami Rdc,4,2413
Nyami Nyami Rdc,4,2414
Nyami Nyami Rdc,5,2415
Nyami Nyami Rdc,5,2416
Nyami Nyami Rdc,6,2417
Nyami Nyami Rdc,6,2418
Nyami Nyami Rdc,7,2419
Nyami Nyami Rdc,7,2420
Nyami Nyami Rdc,8,2421
Nyami Nyami Rdc,8,2422
Nyami Nyami Rdc,9,2423
Nyami Nyami Rdc,9,2424
Nyami Nyami Rdc,10,2425
Nyami Nyami Rdc,10,2426
Nyami Nyami Rdc,11,2427
Nyami Nyami Rdc,11,2428
Nyami Nyami Rdc,12,2429
Nyami Nyami Rdc,12,2430
Sanyati Rdc,1,2431
Sanyati Rdc,1,2432
Sanyati Rdc,2,2433
Sanyati Rdc,2,2434
Sanyati Rdc,3,2435
Sanyati Rdc,3,2436
Sanyati Rdc,4,2437
Sanyati Rdc,4,2438
Sanyati Rdc,5,2439
Sanyati Rdc,6,2440
Sanyati Rdc,6,2441
Sanyati Rdc,7,2442
Sanyati Rdc,8,2443
Sanyati Rdc,8,2444
Sanyati Rdc,9,2445
Sanyati Rdc,9,2446
Sanyati Rdc,10,2447
Sanyati Rdc,10,2448
Sanyati Rdc,10,2449
Sanyati Rdc,11,2450
Sanyati Rdc,11,2451
Sanyati Rdc,12,2452
Sanyati Rdc,12,2453
Sanyati Rdc,13,2454
Sanyati Rdc,13,2455
Sanyati Rdc,14,2456
Sanyati Rdc,14,2457
Sanyati Rdc,15,2458
Sanyati Rdc,15,2459
Sanyati Rdc,16,2460
Sanyati Rdc,16,2461
Sanyati Rdc,17,2462
Sanyati Rdc,17,2463
Sanyati Rdc,18,2464
Sanyati Rdc,18,2465
Zvimba Rdc,1,2466
Zvimba Rdc,2,2467
Zvimba Rdc,3,2468
Zvimba Rdc,3,2469
Zvimba Rdc,4,2470
Zvimba Rdc,4,2471
Zvimba Rdc,5,2472
Zvimba Rdc,5,2473
Zvimba Rdc,6,2474
Zvimba Rdc,6,2475
Zvimba Rdc,7,2476
Zvimba Rdc,7,2477
Zvimba Rdc,8,2478
Zvimba Rdc,8,2479
Zvimba Rdc,9,2480
Zvimba Rdc,9,2481
Zvimba Rdc,10,2482
Zvimba Rdc,10,2483
Zvimba Rdc,11,2484
Zvimba Rdc,11,2485
Zvimba Rdc,12,2486
Zvimba Rdc,13,2487
Zvimba Rdc,13,2488
Zvimba Rdc,14,2489
Zvimba Rdc,14,2490
Zvimba Rdc,15,2491
Zvimba Rdc,15,2492
Zvimba Rdc,16,2493
Zvimba Rdc,16,2494
Zvimba Rdc,16,2495
Zvimba Rdc,16,2496
Zvimba Rdc,17,2497
Zvimba Rdc,17,2498
Zvimba Rdc,18,2499
Zvimba Rdc,19,2500
Zvimba Rdc,19,2501
Zvimba Rdc,20,2502
Zvimba Rdc,20,2503
Zvimba Rdc,21,2504
Zvimba Rdc,21,2505
Zvimba Rdc,22,2506
Zvimba Rdc,22,2507
Zvimba Rdc,23,2508
Zvimba Rdc,23,2509
Zvimba Rdc,24,2510
Zvimba Rdc,24,2511
Zvimba Rdc,25,2512
Zvimba Rdc,25,2513
Zvimba Rdc,26,2514
Zvimba Rdc,26,2515
Zvimba Rdc,27,2516
Zvimba Rdc,27,2517
Zvimba Rdc,28,2518
Zvimba Rdc,29,2519
Zvimba Rdc,29,2520
Zvimba Rdc,30,2521
Zvimba Rdc,31,2522
Zvimba Rdc,31,2523
Zvimba Rdc,32,2524
Zvimba Rdc,32,2525
Zvimba Rdc,33,2526
Zvimba Rdc,33,2527
Zvimba Rdc,34,2528
Zvimba Rdc,34,2529
Zvimba Rdc,35,2530
Zvimba Rdc,35,2531
Zvimba Rdc,35,2532
Bikita RDC,1,2533
Bikita RDC,1,2534
Bikita RDC,1,2535
Bikita RDC,2,2536
Bikita RDC,2,2537
Bikita RDC,3,2538
Bikita RDC,3,2539
Bikita RDC,4,2540
Bikita RDC,4,2541
Bikita RDC,5,2542
Bikita RDC,5,2543
Bikita RDC,5,2544
Bikita RDC,5,2545
Bikita RDC,6,2546
Bikita RDC,6,2547
Bikita RDC,7,2548
Bikita RDC,7,2549
Bikita RDC,8,2550
Bikita RDC,8,2551
Bikita RDC,9,2552
Bikita RDC,9,2553
Bikita RDC,10,2554
Bikita RDC,10,2555
Bikita RDC,11,2556
Bikita RDC,11,2557
Bikita RDC,12,2558
Bikita RDC,12,2559
Bikita RDC,13,2560
Bikita RDC,13,2561
Bikita RDC,14,2562
Bikita RDC,14,2563
Bikita RDC,15,2564
Bikita RDC,15,2565
Bikita RDC,16,2566
Bikita RDC,16,2567
Bikita RDC,17,2568
Bikita RDC,17,2569
Bikita RDC,18,2570
Bikita RDC,18,2571
Bikita RDC,18,2572
Bikita RDC,19,2573
Bikita RDC,19,2574
Bikita RDC,20,2575
Bikita RDC,20,2576
Bikita RDC,21,2577
Bikita RDC,21,2578
Bikita RDC,21,2579
Bikita RDC,22,2580
Bikita RDC,22,2581
Bikita RDC,23,2582
Bikita RDC,23,2583
Bikita RDC,24,2584
Bikita RDC,24,2585
Bikita RDC,25,2586
Bikita RDC,25,2587
Bikita RDC,26,2588
Bikita RDC,26,2589
Bikita RDC,27,2590
Bikita RDC,27,2591
Bikita RDC,28,2592
Bikita RDC,28,2593
Bikita RDC,29,2594
Bikita RDC,29,2595
Bikita RDC,30,2596
Bikita RDC,30,2597
Bikita RDC,30,2598
Bikita RDC,31,2599
Bikita RDC,31,2600
Bikita RDC,32,2601
Bikita RDC,32,2602
Chiredzi RDC,1,2603
Chiredzi RDC,1,2604
Chiredzi RDC,2,2605
Chiredzi RDC,2,2606
Chiredzi RDC,3,2607
Chiredzi RDC,3,2608
Chiredzi RDC,4,2609
Chiredzi RDC,4,2610
Chiredzi RDC,5,2611
Chiredzi RDC,5,2612
Chiredzi RDC,6,2613
Chiredzi RDC,6,2614
Chiredzi RDC,7,2615
Chiredzi RDC,7,2616
Chiredzi RDC,7,2617
Chiredzi RDC,8,2618
Chiredzi RDC,8,2619
Chiredzi RDC,9,2620
Chiredzi RDC,9,2621
Chiredzi RDC,10,2622
Chiredzi RDC,10,2623
Chiredzi RDC,11,2624
Chiredzi RDC,11,2625
Chiredzi RDC,12,2626
Chiredzi RDC,13,2627
Chiredzi RDC,14,2628
Chiredzi RDC,15,2629
Chiredzi RDC,15,2630
Chiredzi RDC,16,2631
Chiredzi RDC,16,2632
Chiredzi RDC,17,2633
Chiredzi RDC,17,2634
Chiredzi RDC,18,2635
Chiredzi RDC,18,2636
Chiredzi RDC,19,2637
Chiredzi RDC,19,2638
Chiredzi RDC,20,2639
Chiredzi RDC,20,2640
Chiredzi RDC,21,2641
Chiredzi RDC,21,2642
Chiredzi RDC,22,2643
Chiredzi RDC,22,2644
Chiredzi RDC,23,2645
Chiredzi RDC,23,2646
Chiredzi RDC,24,2647
Chiredzi RDC,24,2648
Chiredzi RDC,25,2649
Chiredzi RDC,25,2650
Chiredzi RDC,26,2651
Chiredzi RDC,26,2652
Chiredzi RDC,27,2653
Chiredzi RDC,27,2654
Chiredzi RDC,28,2655
Chiredzi RDC,28,2656
Chiredzi RDC,29,2657
Chiredzi RDC,29,2658
Chiredzi RDC,30,2659
Chiredzi RDC,30,2660
Chiredzi RDC,31,2661
Chiredzi RDC,31,2662
Chiredzi RDC,32,2663
Chiredzi RDC,32,2664
Chiredzi Town Council,1,2665
Chiredzi Town Council,1,2666
Chiredzi Town Council,1,2667
Chiredzi Town Council,2,2668
Chiredzi Town Council,2,2669
Chiredzi Town Council,2,2670
Chiredzi Town Council,3,2671
Chiredzi Town Council,3,2672
Chiredzi Town Council,3,2673
Chiredzi Town Council,4,2674
Chiredzi Town Council,4,2675
Chiredzi Town Council,4,2676
Chiredzi Town Council,5,2677
Chiredzi Town Council,5,2678
Chiredzi Town Council,6,2679
Chiredzi Town Council,6,2680
Chiredzi Town Council,7,2681
Chiredzi Town Council,7,2682
Chiredzi Town Council,7,2683
Chiredzi Town Council,8,2684
Chiredzi Town Council,8,2685
Chivi RDC,1,2686
Chivi RDC,1,2687
Chivi RDC,1,2688
Chivi RDC,2,2689
Chivi RDC,2,2690
Chivi RDC,3,2691
Chivi RDC,3,2692
Chivi RDC,4,2693
Chivi RDC,4,2694
Chivi RDC,5,2695
Chivi RDC,5,2696
Chivi RDC,6,2697
Chivi RDC,6,2698
Chivi RDC,7,2699
Chivi RDC,7,2700
Chivi RDC,8,2701
Chivi RDC,8,2702
Chivi RDC,9,2703
Chivi RDC,9,2704
Chivi RDC,10,2705
Chivi RDC,11,2706
Chivi RDC,11,2707
Chivi RDC,12,2708
Chivi RDC,12,2709
Chivi RDC,12,2710
Chivi RDC,13,2711
Chivi RDC,13,2712
Chivi RDC,14,2713
Chivi RDC,14,2714
Chivi RDC,15,2715
Chivi RDC,15,2716
Chivi RDC,16,2717
Chivi RDC,16,2718
Chivi RDC,16,2719
Chivi RDC,17,2720
Chivi RDC,17,2721
Chivi RDC,18,2722
Chivi RDC,18,2723
Chivi RDC,18,2724
Chivi RDC,19,2725
Chivi RDC,19,2726
Chivi RDC,19,2727
Chivi RDC,20,2728
Chivi RDC,20,2729
Chivi RDC,21,2730
Chivi RDC,21,2731
Chivi RDC,22,2732
Chivi RDC,23,2733
Chivi RDC,23,2734
Chivi RDC,24,2735
Chivi RDC,24,2736
Chivi RDC,25,2737
Chivi RDC,25,2738
Chivi RDC,26,2739
Chivi RDC,26,2740
Chivi RDC,27,2741
Chivi RDC,28,2742
Chivi RDC,28,2743
Chivi RDC,29,2744
Chivi RDC,29,2745
Chivi RDC,30,2746
Chivi RDC,30,2747
Chivi RDC,31,2748
Chivi RDC,31,2749
Chivi RDC,32,2750
Chivi RDC,32,2751
Gutu RDC,1,2752
Gutu RDC,1,2753
Gutu RDC,2,2754
Gutu RDC,2,2755
Gutu RDC,2,2756
Gutu RDC,3,2757
Gutu RDC,3,2758
Gutu RDC,4,2759
Gutu RDC,4,2760
Gutu RDC,5,2761
Gutu RDC,5,2762
Gutu RDC,5,2763
Gutu RDC,6,2764
Gutu RDC,6,2765
Gutu RDC,7,2766
Gutu RDC,7,2767
Gutu RDC,8,2768
Gutu RDC,8,2769
Gutu RDC,8,2770
Gutu RDC,9,2771
Gutu RDC,9,2772
Gutu RDC,10,2773
Gutu RDC,10,2774
Gutu RDC,10,2775
Gutu RDC,11,2776
Gutu RDC,11,2777
Gutu RDC,11,2778
Gutu RDC,12,2779
Gutu RDC,12,2780
Gutu RDC,13,2781
Gutu RDC,13,2782
Gutu RDC,14,2783
Gutu RDC,14,2784
Gutu RDC,15,2785
Gutu RDC,15,2786
Gutu RDC,16,2787
Gutu RDC,16,2788
Gutu RDC,17,2789
Gutu RDC,17,2790
Gutu RDC,17,2791
Gutu RDC,18,2792
Gutu RDC,18,2793
Gutu RDC,19,2794
Gutu RDC,19,2795
Gutu RDC,20,2796
Gutu RDC,20,2797
Gutu RDC,21,2798
Gutu RDC,21,2799
Gutu RDC,21,2800
Gutu RDC,21,2801
Gutu RDC,22,2802
Gutu RDC,22,2803
Gutu RDC,22,2804
Gutu RDC,23,2805
Gutu RDC,23,2806
Gutu RDC,23,2807
Gutu RDC,24,2808
Gutu RDC,24,2809
Gutu RDC,25,2810
Gutu RDC,25,2811
Gutu RDC,25,2812
Gutu RDC,26,2813
Gutu RDC,26,2814
Gutu RDC,27,2815
Gutu RDC,27,2816
Gutu RDC,28,2817
Gutu RDC,28,2818
Gutu RDC,29,2819
Gutu RDC,29,2820
Gutu RDC,30,2821
Gutu RDC,30,2822
Gutu RDC,31,2823
Gutu RDC,31,2824
Gutu RDC,32,2825
Gutu RDC,32,2826
Gutu RDC,33,2827
Gutu RDC,33,2828
Gutu RDC,33,2829
Gutu RDC,34,2830
Gutu RDC,34,2831
Gutu RDC,34,2832
Gutu RDC,35,2833
Gutu RDC,35,2834
Gutu RDC,36,2835
Gutu RDC,36,2836
Gutu RDC,37,2837
Gutu RDC,37,2838
Gutu RDC,37,2839
Gutu RDC,38,2840
Gutu RDC,38,2841
Gutu RDC,38,2842
Gutu RDC,39,2843
Gutu RDC,39,2844
Gutu RDC,40,2845
Gutu RDC,40,2846
Gutu RDC,41,2847
Gutu RDC,41,2848
Masvingo Municipality,1,2849
Masvingo Municipality,1,2850
Masvingo Municipality,1,2851
Masvingo Municipality,2,2852
Masvingo Municipality,2,2853
Masvingo Municipality,2,2854
Masvingo Municipality,3,2855
Masvingo Municipality,3,2856
Masvingo Municipality,4,2857
Masvingo Municipality,4,2858
Masvingo Municipality,5,2859
Masvingo Municipality,5,2860
Masvingo Municipality,6,2861
Masvingo Municipality,6,2862
Masvingo Municipality,7,2863
Masvingo Municipality,7,2864
Masvingo Municipality,8,2865
Masvingo Municipality,8,2866
Masvingo Municipality,9,2867
Masvingo Municipality,9,2868
Masvingo Municipality,10,2869
Masvingo Municipality,10,2870
Masvingo RDC,1,2871
Masvingo RDC,1,2872
Masvingo RDC,2,2873
Masvingo RDC,2,2874
Masvingo RDC,3,2875
Masvingo RDC,3,2876
Masvingo RDC,4,2877
Masvingo RDC,4,2878
Masvingo RDC,5,2879
Masvingo RDC,5,2880
Masvingo RDC,6,2881
Masvingo RDC,6,2882
Masvingo RDC,7,2883
Masvingo RDC,7,2884
Masvingo RDC,8,2885
Masvingo RDC,8,2886
Masvingo RDC,9,2887
Masvingo RDC,9,2888
Masvingo RDC,10,2889
Masvingo RDC,10,2890
Masvingo RDC,10,2891
Masvingo RDC,11,2892
Masvingo RDC,11,2893
Masvingo RDC,12,2894
Masvingo RDC,12,2895
Masvingo RDC,13,2896
Masvingo RDC,13,2897
Masvingo RDC,14,2898
Masvingo RDC,14,2899
Masvingo RDC,15,2900
Masvingo RDC,15,2901
Masvingo RDC,16,2902
Masvingo RDC,16,2903
Masvingo RDC,17,2904
Masvingo RDC,17,2905
Masvingo RDC,18,2906
Masvingo RDC,18,2907
Masvingo RDC,19,2908
Masvingo RDC,19,2909
Masvingo RDC,20,2910
Masvingo RDC,20,2911
Masvingo RDC,21,2912
Masvingo RDC,21,2913
Masvingo RDC,22,2914
Masvingo RDC,22,2915
Masvingo RDC,23,2916
Masvingo RDC,23,2917
Masvingo RDC,24,2918
Masvingo RDC,24,2919
Masvingo RDC,25,2920
Masvingo RDC,25,2921
Masvingo RDC,26,2922
Masvingo RDC,26,2923
Masvingo RDC,27,2924
Masvingo RDC,27,2925
Masvingo RDC,28,2926
Masvingo RDC,28,2927
Masvingo RDC,29,2928
Masvingo RDC,29,2929
Masvingo RDC,30,2930
Masvingo RDC,30,2931
Masvingo RDC,31,2932
Masvingo RDC,31,2933
Masvingo RDC,32,2934
Masvingo RDC,32,2935
Masvingo RDC,33,2936
Masvingo RDC,33,2937
Masvingo RDC,34,2938
Masvingo RDC,34,2939
Masvingo RDC,35,2940
Masvingo RDC,35,2941
Mwenezi RDC,1,2942
Mwenezi RDC,1,2943
Mwenezi RDC,2,2944
Mwenezi RDC,2,2945
Mwenezi RDC,3,2946
Mwenezi RDC,3,2947
Mwenezi RDC,4,2948
Mwenezi RDC,4,2949
Mwenezi RDC,5,2950
Mwenezi RDC,5,2951
Mwenezi RDC,6,2952
Mwenezi RDC,6,2953
Mwenezi RDC,7,2954
Mwenezi RDC,7,2955
Mwenezi RDC,8,2956
Mwenezi RDC,8,2957
Mwenezi RDC,9,2958
Mwenezi RDC,10,2959
Mwenezi RDC,10,2960
Mwenezi RDC,11,2961
Mwenezi RDC,12,2962
Mwenezi RDC,13,2963
Mwenezi RDC,13,2964
Mwenezi RDC,14,2965
Mwenezi RDC,15,2966
Mwenezi RDC,15,2967
Mwenezi RDC,16,2968
Mwenezi RDC,16,2969
Mwenezi RDC,17,2970
Mwenezi RDC,18,2971
Mwenezi RDC,18,2972
Zaka RDC,1,2973
Zaka RDC,1,2974
Zaka RDC,2,2975
Zaka RDC,2,2976
Zaka RDC,2,2977
Zaka RDC,3,2978
Zaka RDC,3,2979
Zaka RDC,4,2980
Zaka RDC,4,2981
Zaka RDC,5,2982
Zaka RDC,5,2983
Zaka RDC,6,2984
Zaka RDC,6,2985
Zaka RDC,7,2986
Zaka RDC,7,2987
Zaka RDC,8,2988
Zaka RDC,8,2989
Zaka RDC,9,2990
Zaka RDC,9,2991
Zaka RDC,10,2992
Zaka RDC,10,2993
Zaka RDC,11,2994
Zaka RDC,11,2995
Zaka RDC,12,2996
Zaka RDC,12,2997
Zaka RDC,13,2998
Zaka RDC,13,2999
Zaka RDC,14,3000
Zaka RDC,14,3001
Zaka RDC,15,3002
Zaka RDC,15,3003
Zaka RDC,16,3004
Zaka RDC,16,3005
Zaka RDC,17,3006
Zaka RDC,17,3007
Zaka RDC,18,3008
Zaka RDC,18,3009
Zaka RDC,19,3010
Zaka RDC,19,3011
Zaka RDC,20,3012
Zaka RDC,20,3013
Zaka RDC,21,3014
Zaka RDC,21,3015
Zaka RDC,22,3016
Zaka RDC,22,3017
Zaka RDC,23,3018
Zaka RDC,23,3019
Zaka RDC,24,3020
Zaka RDC,24,3021
Zaka RDC,25,3022
Zaka RDC,25,3023
Zaka RDC,26,3024
Zaka RDC,26,3025
Zaka RDC,27,3026
Zaka RDC,27,3027
Zaka RDC,28,3028
Zaka RDC,28,3029
Zaka RDC,29,3030
Zaka RDC,29,3031
Zaka RDC,30,3032
Zaka RDC,30,3033
Zaka RDC,30,3034
Zaka RDC,31,3035
Zaka RDC,31,3036
Zaka RDC,32,3037
Zaka RDC,32,3038
Zaka RDC,33,3039
Zaka RDC,33,3040
Zaka RDC,33,3041
Zaka RDC,34,3042
Zaka RDC,34,3043
BINGA RDC,1,3044
BINGA RDC,1,3045
BINGA RDC,1,3046
BINGA RDC,2,3047
BINGA RDC,2,3048
BINGA RDC,2,3049
BINGA RDC,3,3050
BINGA RDC,3,3051
BINGA RDC,3,3052
BINGA RDC,4,3053
BINGA RDC,4,3054
BINGA RDC,4,3055
BINGA RDC,4,3056
BINGA RDC,5,3057
BINGA RDC,5,3058
BINGA RDC,5,3059
BINGA RDC,6,3060
BINGA RDC,6,3061
BINGA RDC,6,3062
BINGA RDC,7,3063
BINGA RDC,7,3064
BINGA RDC,7,3065
BINGA RDC,8,3066
BINGA RDC,8,3067
BINGA RDC,9,3068
BINGA RDC,9,3069
BINGA RDC,9,3070
BINGA RDC,10,3071
BINGA RDC,10,3072
BINGA RDC,10,3073
BINGA RDC,11,3074
BINGA RDC,11,3075
BINGA RDC,12,3076
BINGA RDC,12,3077
BINGA RDC,13,3078
BINGA RDC,13,3079
BINGA RDC,13,3080
BINGA RDC,14,3081
BINGA RDC,14,3082
BINGA RDC,14,3083
BINGA RDC,15,3084
BINGA RDC,15,3085
BINGA RDC,15,3086
BINGA RDC,16,3087
BINGA RDC,16,3088
BINGA RDC,16,3089
BINGA RDC,16,3090
BINGA RDC,17,3091
BINGA RDC,17,3092
BINGA RDC,17,3093
BINGA RDC,17,3094
BINGA RDC,18,3095
BINGA RDC,18,3096
BINGA RDC,18,3097
BINGA RDC,19,3098
BINGA RDC,19,3099
BINGA RDC,19,3100
BINGA RDC,20,3101
BINGA RDC,20,3102
BINGA RDC,21,3103
BINGA RDC,21,3104
BINGA RDC,22,3105
BINGA RDC,22,3106
BINGA RDC,22,3107
BINGA RDC,23,3108
BINGA RDC,23,3109
BINGA RDC,23,3110
BINGA RDC,24,3111
BINGA RDC,24,3112
BINGA RDC,24,3113
BINGA RDC,25,3114
BINGA RDC,25,3115
BINGA RDC,25,3116
BUBI RDC,1,3117
BUBI RDC,1,3118
BUBI RDC,1,3119
BUBI RDC,2,3120
BUBI RDC,2,3121
BUBI RDC,2,3122
BUBI RDC,3,3123
BUBI RDC,3,3124
BUBI RDC,3,3125
BUBI RDC,4,3126
BUBI RDC,4,3127
BUBI RDC,4,3128
BUBI RDC,5,3129
BUBI RDC,5,3130
BUBI RDC,6,3131
BUBI RDC,7,3132
BUBI RDC,7,3133
BUBI RDC,7,3134
BUBI RDC,8,3135
BUBI RDC,8,3136
BUBI RDC,9,3137
BUBI RDC,9,3138
BUBI RDC,10,3139
BUBI RDC,10,3140
BUBI RDC,11,3141
BUBI RDC,11,3142
BUBI RDC,11,3143
BUBI RDC,11,3144
BUBI RDC,12,3145
BUBI RDC,12,3146
BUBI RDC,13,3147
BUBI RDC,13,3148
BUBI RDC,14,3149
BUBI RDC,14,3150
BUBI RDC,15,3151
BUBI RDC,15,3152
BUBI RDC,15,3153
BUBI RDC,15,3154
BUBI RDC,16,3155
BUBI RDC,16,3156
BUBI RDC,17,3157
BUBI RDC,17,3158
BUBI RDC,17,3159
BUBI RDC,18,3160
BUBI RDC,18,3161
BUBI RDC,18,3162
BUBI RDC,19,3163
BUBI RDC,19,3164
BUBI RDC,19,3165
BUBI RDC,20,3166
BUBI RDC,20,3167
BUBI RDC,21,3168
BUBI RDC,21,3169
BUBI RDC,22,3170
BUBI RDC,22,3171
BUBI RDC,23,3172
BUBI RDC,23,3173
HWANGE LOCAL BOARD,1,3174
HWANGE LOCAL BOARD,1,3175
HWANGE LOCAL BOARD,2,3176
HWANGE LOCAL BOARD,2,3177
HWANGE LOCAL BOARD,3,3178
HWANGE LOCAL BOARD,3,3179
HWANGE LOCAL BOARD,4,3180
HWANGE LOCAL BOARD,4,3181
HWANGE LOCAL BOARD,5,3182
HWANGE LOCAL BOARD,5,3183
HWANGE LOCAL BOARD,6,3184
HWANGE LOCAL BOARD,6,3185
HWANGE LOCAL BOARD,6,3186
HWANGE LOCAL BOARD,7,3187
HWANGE LOCAL BOARD,8,3188
HWANGE LOCAL BOARD,8,3189
HWANGE LOCAL BOARD,8,3190
HWANGE LOCAL BOARD,9,3191
HWANGE LOCAL BOARD,9,3192
HWANGE LOCAL BOARD,9,3193
HWANGE LOCAL BOARD,9,3194
HWANGE LOCAL BOARD,10,3195
HWANGE LOCAL BOARD,10,3196
HWANGE LOCAL BOARD,10,3197
HWANGE LOCAL BOARD,11,3198
HWANGE LOCAL BOARD,11,3199
HWANGE LOCAL BOARD,11,3200
HWANGE LOCAL BOARD,12,3201
HWANGE LOCAL BOARD,12,3202
HWANGE LOCAL BOARD,12,3203
HWANGE LOCAL BOARD,13,3204
HWANGE LOCAL BOARD,13,3205
HWANGE LOCAL BOARD,13,3206
HWANGE LOCAL BOARD,13,3207
HWANGE LOCAL BOARD,14,3208
HWANGE LOCAL BOARD,14,3209
HWANGE LOCAL BOARD,14,3210
HWANGE LOCAL BOARD,14,3211
HWANGE LOCAL BOARD,15,3212
HWANGE LOCAL BOARD,15,3213
HWANGE RDC,1,3214
HWANGE RDC,1,3215
HWANGE RDC,2,3216
HWANGE RDC,2,3217
HWANGE RDC,2,3218
HWANGE RDC,2,3219
HWANGE RDC,2,3220
HWANGE RDC,3,3221
HWANGE RDC,3,3222
HWANGE RDC,4,3223
HWANGE RDC,4,3224
HWANGE RDC,4,3225
HWANGE RDC,5,3226
HWANGE RDC,5,3227
HWANGE RDC,5,3228
HWANGE RDC,5,3229
HWANGE RDC,6,3230
HWANGE RDC,6,3231
HWANGE RDC,6,3232
HWANGE RDC,7,3233
HWANGE RDC,7,3234
HWANGE RDC,7,3235
HWANGE RDC,8,3236
HWANGE RDC,8,3237
HWANGE RDC,8,3238
HWANGE RDC,9,3239
HWANGE RDC,9,3240
HWANGE RDC,9,3241
HWANGE RDC,10,3242
HWANGE RDC,10,3243
HWANGE RDC,10,3244
HWANGE RDC,11,3245
HWANGE RDC,11,3246
HWANGE RDC,11,3247
HWANGE RDC,12,3248
HWANGE RDC,12,3249
HWANGE RDC,13,3250
HWANGE RDC,13,3251
HWANGE RDC,14,3252
HWANGE RDC,14,3253
HWANGE RDC,14,3254
HWANGE RDC,15,3255
HWANGE RDC,15,3256
HWANGE RDC,15,3257
HWANGE RDC,16,3258
HWANGE RDC,16,3259
HWANGE RDC,17,3260
HWANGE RDC,17,3261
HWANGE RDC,17,3262
HWANGE RDC,18,3263
HWANGE RDC,19,3264
HWANGE RDC,19,3265
HWANGE RDC,20,3266
HWANGE RDC,20,3267
HWANGE RDC,20,3268
KUSILE RDC,1,3269
KUSILE RDC,1,3270
KUSILE RDC,1,3271
KUSILE RDC,2,3272
KUSILE RDC,2,3273
KUSILE RDC,2,3274
KUSILE RDC,3,3275
KUSILE RDC,3,3276
KUSILE RDC,3,3277
KUSILE RDC,4,3278
KUSILE RDC,4,3279
KUSILE RDC,4,3280
KUSILE RDC,4,3281
KUSILE RDC,5,3282
KUSILE RDC,5,3283
KUSILE RDC,5,3284
KUSILE RDC,5,3285
KUSILE RDC,6,3286
KUSILE RDC,6,3287
KUSILE RDC,6,3288
KUSILE RDC,7,3289
KUSILE RDC,7,3290
KUSILE RDC,8,3291
KUSILE RDC,8,3292
KUSILE RDC,8,3293
KUSILE RDC,9,3294
KUSILE RDC,9,3295
KUSILE RDC,9,3296
KUSILE RDC,10,3297
KUSILE RDC,10,3298
KUSILE RDC,10,3299
KUSILE RDC,11,3300
KUSILE RDC,11,3301
KUSILE RDC,11,3302
KUSILE RDC,12,3303
KUSILE RDC,12,3304
KUSILE RDC,12,3305
KUSILE RDC,13,3306
KUSILE RDC,13,3307
KUSILE RDC,13,3308
KUSILE RDC,14,3309
KUSILE RDC,14,3310
KUSILE RDC,14,3311
KUSILE RDC,15,3312
KUSILE RDC,15,3313
KUSILE RDC,15,3314
KUSILE RDC,16,3315
KUSILE RDC,16,3316
KUSILE RDC,16,3317
KUSILE RDC,17,3318
KUSILE RDC,17,3319
KUSILE RDC,17,3320
KUSILE RDC,18,3321
KUSILE RDC,18,3322
KUSILE RDC,18,3323
KUSILE RDC,19,3324
KUSILE RDC,19,3325
KUSILE RDC,19,3326
KUSILE RDC,20,3327
KUSILE RDC,20,3328
KUSILE RDC,20,3329
KUSILE RDC,21,3330
KUSILE RDC,21,3331
KUSILE RDC,21,3332
KUSILE RDC,22,3333
KUSILE RDC,22,3334
KUSILE RDC,22,3335
KUSILE RDC,23,3336
