Name of Candidate,Sex,,Party  Votes Received
Chagweka Takawira,,M,PRC 601
Chindi Darleen,,F,NCA 97
Chinguruve Taonashe,,82 M,ZIMFIRST
Majaji,,,
Kasukuvere Tongai,,M,NPF 695
Musanhi Kenneth Shupikai,,M,ZANU  PF 29 888
Mutambara Agrippah,,M,MDC - Alliance 11 052
Sintala Asani,,M,FMZ 378
Yakobe Chiedza,,M,MDC - T  595
Name of Candidate,Sex,,Party  Votes Received
Chinakwetu Justice,,M,NPF 351
Denga Stephen,,M,INDEPENDENT  215
Gwangwawa Nelson,,M,PRC 312
Gwarada George,,M,MDC - Alliance 9 298
Mandova Simbarashe,,M,MDC - T  636
Matangira Toendepi,,19 201 M,ZANU  PF
Remigious,,,
Mhembere Nemia,,M,INDEPENDENT 204
Name of Candidate,Sex,,Party,Votes Received
Dzepasi Girovah,,M,ZANU  PF,24 271
Kagande Philip,,M,NPF,454
Mashingayidze Kenneth,,M,FMZ,157
Mugabe Jekesai,,F,PRC,266
Mupunga Andrew,,M,MDC - Alliance,3 108
Name of Candidate,Sex,Party  Votes Received
Chakaodza Austin,,646 M INDEPENDENT
Mutandwa,,
Dube Angeline,,F MDC - Alliance 1 758
Dutiro Patrick,,M ZANU  PF 17 103
Mubaiwa Wilbert Archbald,,M INDEPENDENT  7 162
"",,
Mushonga Virimai,,NPF 93
"",,M
Mutematsaka Chriswell,,M PRC 172
Mutsvene Simbarashe,,M NCA 94
Name of Candidate,Sex,,Party  Votes Received
Chidamba Sydney,,M,ZANU PF 12 380
Choundo Benvolio,,M,ZDU 158
Kakora Edward,,M,MDC-T 917
Madzudzo Ozigrai,,M,ZIPP 84
Mandaza Isiah,,M,NPF 134
Mazorodze Ellen Mberi,,F,PRC 130
Muroyiwa Blessing,,M,MDC ALLIANCE 4 024
Mushonga Shepherd,,1 556 M,INDEPENDENT
Lenard,,,
Name of Candidate,,Party  Votes Received
Lumbe Rambai,M,PRC 582
Malukula Elias,M,CODE 256
Muchenje Tinashe,1 435 M,MDC - Alliance
Stephen,,
Mugweni Campion,17 277 M,ZANU  PF
Takura,,
Ndlovu Thulani Mcumillan,M,MDC - Alliance 2 069
Rungangah Shingirai,M,INDEPENDENT  247
Name of Candidate,,Party  Votes Received
Baradzi Lovemore,M,NPF 732
Chakwera Faith,4 539 F,MDC - Alliance
Gamuchirai,,
Chasi Fortune,M,ZANU  PF 16 830
Chidamba Tawengwa,M,ZDU 225
"",,MDC -
Chimanikire Gift,M,5 278
"",,ALLIANCE
Kanengoni Charles,M,PRC 421
Name of Candidate,Sex,,Party,Votes Received
Chimanzi Thamarie,,F,MDC – Alliance,2 143
Dumbura Lloyd,,M,PRC,202
Gumbochuma Moses,,M,NPF,699
Kazembe Kazembe,,M,ZANU  PF,18 349
Muchihwa Rorana,,F,MDC - Alliance,735
Muchipisa Oscar,,M,ZIPP,121
Name of Candidate,Sex,,Party  Votes Received
Butau David,,M,ZDU 4 704
Karoro Douglas,,M,ZANU PF 17 071
McCormick Allan Ivor,,3 009 M,MDC ALLIANCE
Corner,,,
Sigauke Tonderai,,211 M,PRC
Pinimhidzai Josphat,,,
Name of Candidate,Sex,,Party,Votes Received
Maponga Hamunyari,,F,NPF,396
Moyo Sikhathazile,,F,MDC - Alliance,1 062
Munemo Labbany,,M,PRC,2 230
Muponora Noveti,,M,ZANU  PF,16 166
Name of Candidate,SEX,,Party,Votes Received
Kabozo Stephen,,M,ZANU  PF,21 248
Kalonga Tawanda,,M,MDC - Alliance,3 148
Mugari Letwin,,F,PRC,473
Nhete Tapfumaneyi,,M,NPF,653
Name of Candidate,Sex,,Party,Votes Received
Karima Caleb,,M,NPF,888
Manyika Petiaus,,M,INDEPENDENT,704
Muradzi Cyril,,M,MDC - Alliance,1 572
Musevenzi Julius,,M,PRC,1 806
Musoki Advance,,M,INDEPENDENT,139
Seremwe Bannwell,,M,ZANU  PF,19 488
Name of Candidate,SEX,Party  Votes,
"",,Received,
Kagura Agreement,,1161 M MDC - Alliance,
Takawira,,,
Keche Sarudzayi,,F PRC,165
Mushori Lawrence,,M MDC - Alliance,142
Zhemu Soda,,M ZANU  PF 17098,
Name of Candidate,Party,Votes Received
Choruwa Tapiwa Talent,MDC ALLIANCE,1 604
Gundasu Mika,PRC,416
Saizi Tapera,ZANU PF,23 466
Name of Candidate,SEX,,Party,Votes Received
Chideya Kudakwashe,,M,MDC - Alliance,2306
Hedegwe Gilson,,M,PRC,330
Mashange Wonder,,M,NPF,1201
Nyabani Tendai,,M,ZANU  PF,22752
Name of Candidate,Sex,,Party,Votes Received
Chagwambare Danwell,,M,ZIPP,267
Gorerino Oscar,,M,ZANU  PF,20 556
Humbasha Enock,,M,PRC,137
Mutambara Ester,,F,MDC - Alliance,2552
Nyamangara Presten,,M,NPF,23
Nyamidzi Kenneth,,M,INDEPENDENT,213
Name of Candidate Sex,,Party,Votes Received
Bushu Bramwell,M,ZANU  PF,27 711
Chiradza Tawanda,M,NPF,172
Choga Stephen,M,PRC,96
Daniel Lovemore,M,MDC - Alliance,2 917
Gwature Cosmas,M,MDC - T,221
83 Kadzepi Nigel Evidence,M,MAAT,
"",,ZIMBABWE,
